"municip_name","municip_number","municip_number_old","water_entity_id"
"Bo","1867",1867,"nykvag_0365000031_3_c"
"Bo","1867",1867,"vesteralen_0365000031_6_c"
"Oksnes","1868",1868,"vesteralen_0365000031_6_c"
"Oksnes","1868",1868,"nyksund_0365000031_7_c"
"Andoy","1871",1871,"andenes_0365000032_2_c"
"Oksnes","1868",1868,"sto_havn_0365000032_3_c"
"Andoy","1871",1871,"nordmela_havn_0365000032_5_c"
"Andoy","1871",1871,"bleik_havn_0365000032_7_c"
"Oksnes","1868",1868,"gavlfjorden_ytre_0365000032_8_c"
"Andoy","1871",1871,"gavlfjorden_ytre_0365000032_8_c"
"Hadsel","1866",1866,"morfjorden_indre_0365010101_c"
"Hadsel","1866",1866,"morfjorden_ytre_0365010102_c"
"Hadsel","1866",1866,"austpollen_0365010201_1_c"
"Hadsel","1866",1866,"higravfjorden_0365010201_2_c"
"Hadsel","1866",1866,"sloverfjorden_0365010201_3_c"
"Hadsel","1866",1866,"sloverfjorden_0365010202_c"
"Hadsel","1866",1866,"myrlandsfjorden_0365010300_1_c"
"Hadsel","1866",1866,"falkfjorden_0365010300_2_c"
"Hadsel","1866",1866,"melbu_fiskerihavn_0365010300_3_c"
"Hadsel","1866",1866,"haugvagen_0365010300_4_c"
"Hadsel","1866",1866,"hadselfjorden_0365010300_5_c"
"Hadsel","1866",1866,"ytterfjorden_innerfjorden_0365010400_1_c"
"Hadsel","1866",1866,"ingelsfjorden_0365010400_2_c"
"Hadsel","1866",1866,"lonkanfjorden_indre_0365010501_c"
"Hadsel","1866",1866,"lonkanfjorden_ytre_0365010502_c"
"Sortland","1870",1870,"sortlandsundet_sor_indre_0365010601_2_c"
"Sortland","1870",1870,"blokken_0365010601_3_c"
"Hadsel","1866",1866,"fiskfjorden_indre_0365010601_5_c"
"Sortland","1870",1870,"fiskfjorden_indre_0365010601_5_c"
"Hadsel","1866",1866,"fiskfjorden_ytre_0365010601_6_c"
"Sortland","1870",1870,"fiskfjorden_ytre_0365010601_6_c"
"Hadsel","1866",1866,"sortlandsundet_sor_ytre_0365010601_7_c"
"Sortland","1870",1870,"sortlandsundet_sor_ytre_0365010601_7_c"
"Sortland","1870",1870,"sortlandsundet_nord_indre_0365010602_1_c"
"Sortland","1870",1870,"sortlandsundet_nord_ytre_0365010602_2_c"
"Sortland","1870",1870,"gasfjorden_0365010602_3_c"
"Sortland","1870",1870,"djupfjorden_0365010700_c"
"Sortland","1870",1870,"dalflaget_0365010800_1_c"
"Sortland","1870",1870,"sigerfjorden_0365010800_2_c"
"Sortland","1870",1870,"sorfjorden_0365010900_1_c"
"Sortland","1870",1870,"hongfjorden_0365010900_2_c"
"Sortland","1870",1870,"roksoyfjorden_0365011000_c"
"Oksnes","1868",1868,"strengelvagfjorden_0365011100_1_c"
"Oksnes","1868",1868,"strengelvag_0365011100_2_c"
"Oksnes","1868",1868,"kjoravalen_0365011100_3_c"
"Oksnes","1868",1868,"alsvagen_0365011100_5_c"
"Sortland","1870",1870,"straumvatnet_0365011100_6_c"
"Oksnes","1868",1868,"lifjorden_0365011100_7_c"
"Sortland","1870",1870,"lifjorden_0365011100_7_c"
"Oksnes","1868",1868,"gavlefjorden_0365011100_8_c"
"Sortland","1870",1870,"gavlefjorden_0365011100_8_c"
"Andoy","1871",1871,"gavlefjorden_0365011100_8_c"
"Andoy","1871",1871,"risoysundet_indre_0365011200_c"
"Andoy","1871",1871,"ase_0365011300_1_c"
"Sortland","1870",1870,"risoysundet_ytre_0365011300_2_c"
"Andoy","1871",1871,"risoysundet_ytre_0365011300_2_c"
"Andoy","1871",1871,"tranesvagen_0365011400_c"
"Oksnes","1868",1868,"gisloyflaket_0365011500_c"
"Oksnes","1868",1868,"lifjorden_0365011600_c"
"Sortland","1870",1870,"lifjorden_0365011600_c"
"Hadsel","1866",1866,"kvalsoybugen_0365020100_1_c"
"Hadsel","1866",1866,"eidsfjorden_ytre_0365020100_3_c"
"Bo","1867",1867,"eidsfjorden_ytre_0365020100_3_c"
"Sortland","1870",1870,"eidsfjorden_ytre_0365020100_3_c"
"Hadsel","1866",1866,"eidsfjorden_indre_0365020100_4_c"
"Sortland","1870",1870,"eidsfjorden_indre_0365020100_4_c"
"Hadsel","1866",1866,"langoysundet_0365020200_1_c"
"Hadsel","1866",1866,"boroysundet_0365020200_2_c"
"Hadsel","1866",1866,"slattnesbogen_0365020300_c"
"Sortland","1870",1870,"straumen_0365020400_1_c"
"Sortland","1870",1870,"valfjorden_0365020400_2_c"
"Oksnes","1868",1868,"bjorndalsfjorden_0365020500_c"
"Sortland","1870",1870,"bjorndalsfjorden_0365020500_c"
"Sortland","1870",1870,"olderfjorden_indre_0365020601_c"
"Sortland","1870",1870,"olderfjorden_ytre_0365020602_c"
"Sortland","1870",1870,"melfjorden_0365020700_c"
"Bo","1867",1867,"vestpollen_0365020801_1_c"
"Sortland","1870",1870,"vestpollen_0365020801_1_c"
"Bo","1867",1867,"hellfjorden_indre_0365020801_2_c"
"Sortland","1870",1870,"hellfjorden_indre_0365020801_2_c"
"Bo","1867",1867,"hellfjorden_ytre_0365020802_c"
"Sortland","1870",1870,"hellfjorden_ytre_0365020802_c"
"Bo","1867",1867,"kvernfjorden_0365020901_1_c"
"Bo","1867",1867,"jornfjorden_indre_0365020901_2_c"
"Bo","1867",1867,"storoya_nord_0365020902_1_c"
"Bo","1867",1867,"jornfjorden_ytre_0365020902_2_c"
"Bo","1867",1867,"straumsnes_0365020902_3_c"
"Bo","1867",1867,"pollen_0365020902_4_c"
"Bo","1867",1867,"guvag_0365020902_5_c"
"Oksnes","1868",1868,"prestfjorden_0365030100_1_c"
"Oksnes","1868",1868,"myre_havn_0365030100_2_c"
"Oksnes","1868",1868,"steinlandsfjorden_0365030200_c"
"Oksnes","1868",1868,"romsetfjorden_0365030300_c"
"Oksnes","1868",1868,"breistrand_0365030400_1_c"
"Oksnes","1868",1868,"borroyfjorden_0365030400_2_c"
"Oksnes","1868",1868,"teistpollen_0365030500_1_c"
"Oksnes","1868",1868,"annfjorden_0365030500_2_c"
"Oksnes","1868",1868,"sandsetfjorden_0365030500_3_c"
"Oksnes","1868",1868,"skjerfjorden_0365030600_c"
"Oksnes","1868",1868,"vinjesundet_skallflaget_0365030700_c"
"Bo","1867",1867,"moklandsfjorden_0365030800_c"
"Oksnes","1868",1868,"moklandsfjorden_0365030800_c"
"Bo","1867",1867,"sundsstraumen_0365030901_c"
"Bo","1867",1867,"malnesfjorden_0365030902_c"
"Bo","1867",1867,"eidspollen_0365031000_1_c"
"Bo","1867",1867,"eidspollen_0365031000_2_c"
"Bo","1867",1867,"straumfjorden_0365031100_c"
"Andoy","1871",1871,"andenes_midt_andfjorden_0401000030_1_c"
"Andoy","1871",1871,"midt_andfjorden_kasodden_0401000030_2_c"
"Tranoy","5421",1927,"midt_andfjorden_kasodden_0401000030_2_c"
"Torsken","5421",1928,"midt_andfjorden_kasodden_0401000030_2_c"
"Berg","5421",1929,"midt_andfjorden_kasodden_0401000030_2_c"
"Lenvik","5421",1931,"midt_andfjorden_kasodden_0401000030_2_c"
"Andoy","1871",1871,"dverberg_havn_0401010100_1_c"
"Tranoy","5421",1927,"skrollsvik_0401010100_3_c"
"Torsken","5421",1928,"skrollsvik_0401010100_3_c"
"Berg","5421",1929,"skrollsvik_0401010100_3_c"
"Lenvik","5421",1931,"skrollsvik_0401010100_3_c"
"Sortland","1870",1870,"andfjorden_vest_0401010100_5_c"
"Andoy","1871",1871,"andfjorden_vest_0401010100_5_c"
"Harstad","5402",1903,"andfjorden_vest_0401010100_5_c"
"Andoy","1871",1871,"andfjorden_ost_0401010100_6_c"
"Harstad","5402",1903,"andfjorden_ost_0401010100_6_c"
"Tranoy","5421",1927,"andfjorden_ost_0401010100_6_c"
"Torsken","5421",1928,"andfjorden_ost_0401010100_6_c"
"Berg","5421",1929,"andfjorden_ost_0401010100_6_c"
"Lenvik","5421",1931,"andfjorden_ost_0401010100_6_c"
"Sortland","1870",1870,"kvaefjorden_vest_0401010200_1_c"
"Harstad","5402",1903,"kvaefjorden_vest_0401010200_1_c"
"Kvaefjord","5411",1911,"kvaefjorden_vest_0401010200_1_c"
"Sortland","1870",1870,"kvaefjorden_ost_0401010200_2_c"
"Harstad","5402",1903,"kvaefjorden_ost_0401010200_2_c"
"Kvaefjord","5411",1911,"kvaefjorden_ost_0401010200_2_c"
"Sortland","1870",1870,"godfjorden_indre_0401010300_1_c"
"Sortland","1870",1870,"godfjorden_ytre_0401010300_2_c"
"Kvaefjord","5411",1911,"gullesfjorden_midtre_0401010401_1_c"
"Kvaefjord","5411",1911,"foroysundet_0401010401_3_c"
"Kvaefjord","5411",1911,"gullesfjorden_indre_0401010401_4_c"
"Kvaefjord","5411",1911,"austerfjorden_0401010402_c"
"Sortland","1870",1870,"kvaefjorden_indre_0401010403_1_c"
"Kvaefjord","5411",1911,"kvaefjorden_indre_0401010403_1_c"
"Sortland","1870",1870,"gullesfjorden_ytre_0401010403_2_c"
"Kvaefjord","5411",1911,"gullesfjorden_ytre_0401010403_2_c"
"Kvaefjord","5411",1911,"straumen_indre_kvaefjord_0401010501_1_c"
"Kvaefjord","5411",1911,"straumsbotnen_0401010501_2_c"
"Kvaefjord","5411",1911,"straumen_ytre_kvaefjord_0401010502_2_c"
"Kvaefjord","5411",1911,"bygdesundet_ytre_0401010502_3_c"
"Kvaefjord","5411",1911,"oysundet_0401010502_5_c"
"Kvaefjord","5411",1911,"bygdesundet_indre_0401010502_6_c"
"Harstad","5402",1903,"kasfjorden_0401010600_c"
"Kvaefjord","5411",1911,"kasfjorden_0401010600_c"
"Tranoy","5421",1927,"indre_selfjorden_0401010701_c"
"Torsken","5421",1928,"indre_selfjorden_0401010701_c"
"Berg","5421",1929,"indre_selfjorden_0401010701_c"
"Lenvik","5421",1931,"indre_selfjorden_0401010701_c"
"Tranoy","5421",1927,"selfjorden_midtre_0401010702_c"
"Torsken","5421",1928,"selfjorden_midtre_0401010702_c"
"Berg","5421",1929,"selfjorden_midtre_0401010702_c"
"Lenvik","5421",1931,"selfjorden_midtre_0401010702_c"
"Tranoy","5421",1927,"selfjorden_ytre_0401010703_c"
"Torsken","5421",1928,"selfjorden_ytre_0401010703_c"
"Berg","5421",1929,"selfjorden_ytre_0401010703_c"
"Lenvik","5421",1931,"selfjorden_ytre_0401010703_c"
"Tranoy","5421",1927,"veidemannsfjorden_0401010800_1_c"
"Torsken","5421",1928,"veidemannsfjorden_0401010800_1_c"
"Berg","5421",1929,"veidemannsfjorden_0401010800_1_c"
"Lenvik","5421",1931,"veidemannsfjorden_0401010800_1_c"
"Tranoy","5421",1927,"sifjorden_0401010800_2_c"
"Torsken","5421",1928,"sifjorden_0401010800_2_c"
"Berg","5421",1929,"sifjorden_0401010800_2_c"
"Lenvik","5421",1931,"sifjorden_0401010800_2_c"
"Tranoy","5421",1927,"grunnfarsnesbotnen_0401010900_c"
"Torsken","5421",1928,"grunnfarsnesbotnen_0401010900_c"
"Berg","5421",1929,"grunnfarsnesbotnen_0401010900_c"
"Lenvik","5421",1931,"grunnfarsnesbotnen_0401010900_c"
"Tranoy","5421",1927,"torskenfjorden_0401011000_c"
"Torsken","5421",1928,"torskenfjorden_0401011000_c"
"Berg","5421",1929,"torskenfjorden_0401011000_c"
"Lenvik","5421",1931,"torskenfjorden_0401011000_c"
"Tranoy","5421",1927,"gryllefjorden_0401011100_c"
"Torsken","5421",1928,"gryllefjorden_0401011100_c"
"Berg","5421",1929,"gryllefjorden_0401011100_c"
"Lenvik","5421",1931,"gryllefjorden_0401011100_c"
"Tranoy","5421",1927,"straumsbotn_0401011201_c"
"Torsken","5421",1928,"straumsbotn_0401011201_c"
"Berg","5421",1929,"straumsbotn_0401011201_c"
"Lenvik","5421",1931,"straumsbotn_0401011201_c"
"Tranoy","5421",1927,"lavollkjosen_0401011202_1_c"
"Torsken","5421",1928,"lavollkjosen_0401011202_1_c"
"Berg","5421",1929,"lavollkjosen_0401011202_1_c"
"Lenvik","5421",1931,"lavollkjosen_0401011202_1_c"
"Tranoy","5421",1927,"lavollsfjorden_0401011202_2_c"
"Torsken","5421",1928,"lavollsfjorden_0401011202_2_c"
"Berg","5421",1929,"lavollsfjorden_0401011202_2_c"
"Lenvik","5421",1931,"lavollsfjorden_0401011202_2_c"
"Tranoy","5421",1927,"bergsbotn_i_bergsfjorden_0401011300_c"
"Torsken","5421",1928,"bergsbotn_i_bergsfjorden_0401011300_c"
"Berg","5421",1929,"bergsbotn_i_bergsfjorden_0401011300_c"
"Lenvik","5421",1931,"bergsbotn_i_bergsfjorden_0401011300_c"
"Tranoy","5421",1927,"bergsfjorden_0401011400_c"
"Torsken","5421",1928,"bergsfjorden_0401011400_c"
"Berg","5421",1929,"bergsfjorden_0401011400_c"
"Lenvik","5421",1931,"bergsfjorden_0401011400_c"
"Tranoy","5421",1927,"steinfjorden_0401011500_c"
"Torsken","5421",1928,"steinfjorden_0401011500_c"
"Berg","5421",1929,"steinfjorden_0401011500_c"
"Lenvik","5421",1931,"steinfjorden_0401011500_c"
"Tranoy","5421",1927,"ersfjorden_0401011600_c"
"Torsken","5421",1928,"ersfjorden_0401011600_c"
"Berg","5421",1929,"ersfjorden_0401011600_c"
"Lenvik","5421",1931,"ersfjorden_0401011600_c"
"Tranoy","5421",1927,"hopsvatnet_i_senjahopen_0401011700_1_c"
"Torsken","5421",1928,"hopsvatnet_i_senjahopen_0401011700_1_c"
"Berg","5421",1929,"hopsvatnet_i_senjahopen_0401011700_1_c"
"Lenvik","5421",1931,"hopsvatnet_i_senjahopen_0401011700_1_c"
"Tranoy","5421",1927,"mefjorden_0401011700_2_c"
"Torsken","5421",1928,"mefjorden_0401011700_2_c"
"Berg","5421",1929,"mefjorden_0401011700_2_c"
"Lenvik","5421",1931,"mefjorden_0401011700_2_c"
"Harstad","5402",1903,"breivik_kilbotn_0401020100_1_c"
"Harstad","5402",1903,"stangnes_0401020100_3_c"
"Harstad","5402",1903,"vagsfjorden_0401020100_4_c"
"Skanland","5412",1913,"vagsfjorden_0401020100_4_c"
"Tjeldsund","5412",1852,"vagsfjorden_0401020100_4_c"
"Ibestad","5413",1917,"vagsfjorden_0401020100_4_c"
"Dyroy","5420",1926,"vagsfjorden_0401020100_4_c"
"Tranoy","5421",1927,"vagsfjorden_0401020100_4_c"
"Torsken","5421",1928,"vagsfjorden_0401020100_4_c"
"Berg","5421",1929,"vagsfjorden_0401020100_4_c"
"Lenvik","5421",1931,"vagsfjorden_0401020100_4_c"
"Harstad","5402",1903,"kvaernsundet_0401020200_c"
"Harstad","5402",1903,"sandoysundet_0401020300_c"
"Harstad","5402",1903,"bergsvagen_indre_0401020400_1_c"
"Harstad","5402",1903,"bergsvagen_0401020400_3_c"
"Harstad","5402",1903,"toppsundet_0401020400_4_c"
"Harstad","5402",1903,"harstadbassenget_russevika_brurvika_0401020500_1_c"
"Harstad","5402",1903,"harstad_havneomrade_0401020500_2_c"
"Ibestad","5413",1917,"hamnvik_havn_ibestad_0401020600_1_c"
"Skanland","5412",1913,"astafjorden_0401020600_2_c"
"Tjeldsund","5412",1852,"astafjorden_0401020600_2_c"
"Ibestad","5413",1917,"astafjorden_0401020600_2_c"
"Gratangen","5414",1919,"astafjorden_0401020600_2_c"
"Lavangen","5415",1920,"astafjorden_0401020600_2_c"
"Lavangen","5415",1920,"astafjorden_0401020600_2_c"
"Salangen","5417",1923,"astafjorden_0401020600_2_c"
"Skanland","5412",1913,"grov_indre_0401020701_1_c"
"Tjeldsund","5412",1852,"grov_indre_0401020701_1_c"
"Skanland","5412",1913,"grovfjorden_indre_0401020701_2_c"
"Tjeldsund","5412",1852,"grovfjorden_indre_0401020701_2_c"
"Skanland","5412",1913,"grov_ytre_0401020702_1_c"
"Tjeldsund","5412",1852,"grov_ytre_0401020702_1_c"
"Skanland","5412",1913,"grov_havn_0401020702_3_c"
"Tjeldsund","5412",1852,"grov_havn_0401020702_3_c"
"Skanland","5412",1913,"grovfjorden_ytre_0401020702_4_c"
"Tjeldsund","5412",1852,"grovfjorden_ytre_0401020702_4_c"
"Gratangen","5414",1919,"gratangsbotnen_0401020801_c"
"Gratangen","5414",1919,"gratangen_0401020802_c"
"Gratangen","5414",1919,"lavangen_0401020900_c"
"Lavangen","5415",1920,"lavangen_0401020900_c"
"Lavangen","5415",1920,"lavangen_0401020900_c"
"Salangen","5417",1923,"lavangen_0401020900_c"
"Ibestad","5413",1917,"salangen_0401021000_c"
"Salangen","5417",1923,"salangen_0401021000_c"
"Salangen","5417",1923,"sagfjorden_indre_0401021101_c"
"Salangen","5417",1923,"sagfjorden_ytre_0401021102_c"
"Ibestad","5413",1917,"mjosundet_0401021200_c"
"Salangen","5417",1923,"mjosundet_0401021200_c"
"Dyroy","5420",1926,"mjosundet_0401021200_c"
"Ibestad","5413",1917,"bygda_0401021300_c"
"Ibestad","5413",1917,"straumbotn_0401021400_c"
"Tranoy","5421",1927,"hofsoybotnen_0401021500_c"
"Torsken","5421",1928,"hofsoybotnen_0401021500_c"
"Berg","5421",1929,"hofsoybotnen_0401021500_c"
"Lenvik","5421",1931,"hofsoybotnen_0401021500_c"
"Tranoy","5421",1927,"eidepollen_0401021600_c"
"Torsken","5421",1928,"eidepollen_0401021600_c"
"Berg","5421",1929,"eidepollen_0401021600_c"
"Lenvik","5421",1931,"eidepollen_0401021600_c"
"Tranoy","5421",1927,"gisundet_finnsnes_gibostad_0401030100_3_c"
"Torsken","5421",1928,"gisundet_finnsnes_gibostad_0401030100_3_c"
"Berg","5421",1929,"gisundet_finnsnes_gibostad_0401030100_3_c"
"Lenvik","5421",1931,"gisundet_finnsnes_gibostad_0401030100_3_c"
"Tranoy","5421",1927,"gisundet_nordlig_del_0401030100_5_c"
"Torsken","5421",1928,"gisundet_nordlig_del_0401030100_5_c"
"Berg","5421",1929,"gisundet_nordlig_del_0401030100_5_c"
"Lenvik","5421",1931,"gisundet_nordlig_del_0401030100_5_c"
"Tranoy","5421",1927,"gisundet_ved_gibostad_0401030100_6_c"
"Torsken","5421",1928,"gisundet_ved_gibostad_0401030100_6_c"
"Berg","5421",1929,"gisundet_ved_gibostad_0401030100_6_c"
"Lenvik","5421",1931,"gisundet_ved_gibostad_0401030100_6_c"
"Tranoy","5421",1927,"gisundet_smabathavn_finnsnes_0401030100_7_c"
"Torsken","5421",1928,"gisundet_smabathavn_finnsnes_0401030100_7_c"
"Berg","5421",1929,"gisundet_smabathavn_finnsnes_0401030100_7_c"
"Lenvik","5421",1931,"gisundet_smabathavn_finnsnes_0401030100_7_c"
"Tranoy","5421",1927,"gisundet_ved_finnsnes_0401030100_8_c"
"Torsken","5421",1928,"gisundet_ved_finnsnes_0401030100_8_c"
"Berg","5421",1929,"gisundet_ved_finnsnes_0401030100_8_c"
"Lenvik","5421",1931,"gisundet_ved_finnsnes_0401030100_8_c"
"Tranoy","5421",1927,"lysbotnvannet_0401030201_c"
"Torsken","5421",1928,"lysbotnvannet_0401030201_c"
"Berg","5421",1929,"lysbotnvannet_0401030201_c"
"Lenvik","5421",1931,"lysbotnvannet_0401030201_c"
"Tranoy","5421",1927,"lysbotn_0401030202_c"
"Torsken","5421",1928,"lysbotn_0401030202_c"
"Berg","5421",1929,"lysbotn_0401030202_c"
"Lenvik","5421",1931,"lysbotn_0401030202_c"
"Sorreisa","5419",1925,"solbergfjorden_0401030300_1_c"
"Dyroy","5420",1926,"solbergfjorden_0401030300_1_c"
"Tranoy","5421",1927,"solbergfjorden_0401030300_1_c"
"Torsken","5421",1928,"solbergfjorden_0401030300_1_c"
"Berg","5421",1929,"solbergfjorden_0401030300_1_c"
"Lenvik","5421",1931,"solbergfjorden_0401030300_1_c"
"Sorreisa","5419",1925,"finnfjorden_ytre_0401030300_2_c"
"Tranoy","5421",1927,"finnfjorden_ytre_0401030300_2_c"
"Torsken","5421",1928,"finnfjorden_ytre_0401030300_2_c"
"Berg","5421",1929,"finnfjorden_ytre_0401030300_2_c"
"Lenvik","5421",1931,"finnfjorden_ytre_0401030300_2_c"
"Sorreisa","5419",1925,"finnfjorden_indre_0401030400_c"
"Tranoy","5421",1927,"finnfjorden_indre_0401030400_c"
"Torsken","5421",1928,"finnfjorden_indre_0401030400_c"
"Berg","5421",1929,"finnfjorden_indre_0401030400_c"
"Lenvik","5421",1931,"finnfjorden_indre_0401030400_c"
"Sorreisa","5419",1925,"reisafjorden_0401030500_1_c"
"Dyroy","5420",1926,"tranoyfjord_0401030600_c"
"Tranoy","5421",1927,"tranoyfjord_0401030600_c"
"Torsken","5421",1928,"tranoyfjord_0401030600_c"
"Berg","5421",1929,"tranoyfjord_0401030600_c"
"Lenvik","5421",1931,"tranoyfjord_0401030600_c"
"Dyroy","5420",1926,"dyroysundet_0401030700_1_c"
"Dyroy","5420",1926,"dyroysundet_dyreoysundbrua_0401030700_2_c"
"Tranoy","5421",1927,"valvagen_0401030800_c"
"Torsken","5421",1928,"valvagen_0401030800_c"
"Berg","5421",1929,"valvagen_0401030800_c"
"Lenvik","5421",1931,"valvagen_0401030800_c"
"Tranoy","5421",1927,"tranoybotn_0401030900_c"
"Torsken","5421",1928,"tranoybotn_0401030900_c"
"Berg","5421",1929,"tranoybotn_0401030900_c"
"Lenvik","5421",1931,"tranoybotn_0401030900_c"
"Tranoy","5421",1927,"laksfjorden_0401031000_c"
"Torsken","5421",1928,"laksfjorden_0401031000_c"
"Berg","5421",1929,"laksfjorden_0401031000_c"
"Lenvik","5421",1931,"laksfjorden_0401031000_c"
"Tromso","5401",1902,"rossholmdjupta_0402000030_c"
"Tranoy","5421",1927,"rossholmdjupta_0402000030_c"
"Torsken","5421",1928,"rossholmdjupta_0402000030_c"
"Berg","5421",1929,"rossholmdjupta_0402000030_c"
"Lenvik","5421",1931,"rossholmdjupta_0402000030_c"
"Karlsoy","5423",1936,"rossholmdjupta_0402000030_c"
"Tromso","5401",1902,"hajafjorden_fugloysveet_0402000031_c"
"Karlsoy","5423",1936,"hajafjorden_fugloysveet_0402000031_c"
"Tranoy","5421",1927,"ornfjorden_0402010101_c"
"Torsken","5421",1928,"ornfjorden_0402010101_c"
"Berg","5421",1929,"ornfjorden_0402010101_c"
"Lenvik","5421",1931,"ornfjorden_0402010101_c"
"Tranoy","5421",1927,"oyfjorden_indre_0402010102_c"
"Torsken","5421",1928,"oyfjorden_indre_0402010102_c"
"Berg","5421",1929,"oyfjorden_indre_0402010102_c"
"Lenvik","5421",1931,"oyfjorden_indre_0402010102_c"
"Tranoy","5421",1927,"oyfjorden_ytre_0402010103_c"
"Torsken","5421",1928,"oyfjorden_ytre_0402010103_c"
"Berg","5421",1929,"oyfjorden_ytre_0402010103_c"
"Lenvik","5421",1931,"oyfjorden_ytre_0402010103_c"
"Tranoy","5421",1927,"baltsfjorden_0402010200_c"
"Torsken","5421",1928,"baltsfjorden_0402010200_c"
"Berg","5421",1929,"baltsfjorden_0402010200_c"
"Lenvik","5421",1931,"baltsfjorden_0402010200_c"
"Tromso","5401",1902,"malangen_indre_0402010300_1_c"
"Tranoy","5421",1927,"malangen_indre_0402010300_1_c"
"Torsken","5421",1928,"malangen_indre_0402010300_1_c"
"Berg","5421",1929,"malangen_indre_0402010300_1_c"
"Lenvik","5421",1931,"malangen_indre_0402010300_1_c"
"Balsfjord","5422",1933,"malangen_indre_0402010300_1_c"
"Tromso","5401",1902,"malangen_ytre_0402010300_3_c"
"Tranoy","5421",1927,"malangen_ytre_0402010300_3_c"
"Torsken","5421",1928,"malangen_ytre_0402010300_3_c"
"Berg","5421",1929,"malangen_ytre_0402010300_3_c"
"Lenvik","5421",1931,"malangen_ytre_0402010300_3_c"
"Tromso","5401",1902,"litlestrand_brensholmen_0402010300_4_c"
"Tranoy","5421",1927,"stonnesbotnen_indre_0402010401_c"
"Torsken","5421",1928,"stonnesbotnen_indre_0402010401_c"
"Berg","5421",1929,"stonnesbotnen_indre_0402010401_c"
"Lenvik","5421",1931,"stonnesbotnen_indre_0402010401_c"
"Tranoy","5421",1927,"stonnesbotnen_ytre_0402010402_c"
"Torsken","5421",1928,"stonnesbotnen_ytre_0402010402_c"
"Berg","5421",1929,"stonnesbotnen_ytre_0402010402_c"
"Lenvik","5421",1931,"stonnesbotnen_ytre_0402010402_c"
"Malselv","5418",1924,"malangen_rossfjorden_0402010500_c"
"Tranoy","5421",1927,"malangen_rossfjorden_0402010500_c"
"Torsken","5421",1928,"malangen_rossfjorden_0402010500_c"
"Berg","5421",1929,"malangen_rossfjorden_0402010500_c"
"Lenvik","5421",1931,"malangen_rossfjorden_0402010500_c"
"Balsfjord","5422",1933,"malangen_rossfjorden_0402010500_c"
"Tranoy","5421",1927,"rossfjordstraumen_0402010600_1_c"
"Torsken","5421",1928,"rossfjordstraumen_0402010600_1_c"
"Berg","5421",1929,"rossfjordstraumen_0402010600_1_c"
"Lenvik","5421",1931,"rossfjordstraumen_0402010600_1_c"
"Tranoy","5421",1927,"rossfjordvatnet_0402010600_2_c"
"Torsken","5421",1928,"rossfjordvatnet_0402010600_2_c"
"Berg","5421",1929,"rossfjordvatnet_0402010600_2_c"
"Lenvik","5421",1931,"rossfjordvatnet_0402010600_2_c"
"Malselv","5418",1924,"malselvfjorden_0402010700_c"
