"water_entity_id","okologisk_tilstand","okologisk_palitelighetsgrad","kjemisk_tilstand","kjemisk_palitelighetsgrad","num_status_eco","num_status_chem"
"vegafjorden_0360000030-c","svaert_god","lav","darlig","lav",100,0
"roingen_0360010100-2-c","svaert_god","hoy","ukjent","lav",100,NA
"kjelda_-_ost_0360010200-6-c","god","lav","ukjent","lav",75,NA
"bursvikbotn_0360010500-1-c","god","lav","ukjent","lav",75,NA
"lysfjorden_0360010500-2-c","god","lav","ukjent","lav",75,NA
"bindalsfjorden_0360010600-1-c","svaert_god","hoy","ukjent","lav",100,NA
"reppsundet_0360010600-2-c","god","lav","ukjent","lav",75,NA
"terrakfjorden_0360010600-3-c","god","hoy","ukjent","lav",75,NA
"oyfjorden_0360010600-4-c","god","hoy","ukjent","lav",75,NA
"sorfjorden-indre_0360010700-1-c","god","hoy","ukjent","lav",75,NA
"sorfjorden-midtre_0360010700-2-c","god","lav","ukjent","lav",75,NA
"sorfjorden-ytre_0360010700-3-c","god","lav","ukjent","lav",75,NA
"simlebotn_0360010800-c","god","lav","ukjent","lav",75,NA
"kollbotnet_0360010900-c","god","lav","ukjent","lav",75,NA
"osan_0360011000-c","god","lav","ukjent","lav",75,NA
"tosen-ytre_0360011100-1-c","god","hoy","ukjent","lav",75,NA
"tosen-indre_0360011100-2-c","god","lav","ukjent","lav",75,NA
"skotnesfjorden_0360011200-1-c","god","lav","ukjent","lav",75,NA
"selfjorden_0360011200-2-c","god","lav","ukjent","lav",75,NA
"hardangsfjorden_0360011300-1-c","god","lav","ukjent","lav",75,NA
"hovoysundet_0360011300-2-c","god","lav","ukjent","lav",75,NA
"oysundet_0360011300-3-c","god","lav","ukjent","lav",75,NA
"ursfjorden-ytre_0360011400-1-c","god","lav","ukjent","lav",75,NA
"brekkosen_0360011400-2-c","god","lav","ukjent","lav",75,NA
"ursfjorden-indre_0360011400-3-c","god","lav","ukjent","lav",75,NA
"storvika_0360011500-1-c","god","lav","ukjent","lav",75,NA
"gravfjorden_0360011500-2-c","god","lav","ukjent","lav",75,NA
"lyngvaerfjorden_0360011600-1-c","god","lav","ukjent","lav",75,NA
"sandvagen_-_vikvagen_0360011600-2-c","god","lav","ukjent","lav",75,NA
"somnesvika_0360020100-1-c","moderat","lav","ukjent","lav",50,NA
"oysjoen_0360020100-2-c","moderat","lav","ukjent","lav",50,NA
"sorbotnet_0360020100-3-c","moderat","lav","ukjent","lav",50,NA
"nordbotnet_0360020200-c","moderat","lav","ukjent","lav",50,NA
"torgfjorden_0360020300-1-c","god","lav","ukjent","lav",75,NA
"royrskjeran_0360020300-2-c","god","lav","ukjent","lav",75,NA
"skillbotnfjorden_0360020300-3-c","god","lav","ukjent","lav",75,NA
"tverroya_0360020400-1-c","god","lav","ukjent","lav",75,NA
"smiholmen_0360020400-2-c","god","lav","ukjent","lav",75,NA
"urdstabbvika_0360020400-3-c","god","lav","ukjent","lav",75,NA
"buoya_0360020400-4-c","god","lav","ukjent","lav",75,NA
"syltrevagen_0360020400-5-c","god","lav","ukjent","lav",75,NA
"traelvikstraumen_0360020500-1-c","god","lav","ukjent","lav",75,NA
"traelvikosen_0360020500-2-c","god","lav","ukjent","lav",75,NA
"hjartoybukta_0360020600-1-c","god","lav","ukjent","lav",75,NA
"svarthopen_0360020600-3-c","darlig","lav","ukjent","lav",0,NA
"bronnoysundet_sor_0360020600-4-c","svaert_darlig","lav","ukjent","lav",0,NA
"bronnoysundet_nord_0360020600-5-c","svaert_darlig","lav","ukjent","lav",0,NA
"tilremfjorden_0360020700-1-c","god","hoy","ukjent","lav",75,NA
"salhus_0360020700-2-c","moderat","lav","ukjent","lav",50,NA
"trongnessundet_0360020800-c","god","lav","ukjent","lav",75,NA
"kattsundet_0360020900-1-c","god","hoy","ukjent","lav",75,NA
"toftsundet_0360020900-2-c","svaert_god","hoy","ukjent","lav",100,NA
"skutstoa_0360021000-c","god","lav","ukjent","lav",75,NA
"ytre_vega_nord_0361000030-c","svaert_god","lav","ukjent","lav",100,NA
"floholmene_0361000031-c","svaert_god","hoy","ukjent","lav",100,NA
"vegafjorden_-_ylvingen_0361010100-c","god","hoy","ukjent","lav",75,NA
"vagoyfjorden_0361010200-c","god","lav","ukjent","lav",75,NA
"gladstadosen_0361010300-c","god","lav","ukjent","lav",75,NA
"vegsteinvika_0361010400-c","god","lav","ukjent","lav",75,NA
"lisorasa_0361010500-c","svaert_god","hoy","ukjent","lav",100,NA
"omnoyfjorden_0361010600-c","god","hoy","ukjent","lav",75,NA
"skjaervaer_0361010700-1-c","svaert_god","lav","ukjent","lav",100,NA
"flovaer_0361010700-2-c","god","hoy","ukjent","lav",75,NA
"anddalsvagen_0361020100-1-c","god","lav","ukjent","lav",75,NA
"velfjorden_0361020100-2-c","god","lav","ukjent","lav",75,NA
"sorfjorden_0361020200-c","god","lav","ukjent","lav",75,NA
"buasvagen_0361020300-1-c","god","lav","ukjent","lav",75,NA
"dyrnesvagen_0361020300-2-c","god","lav","ukjent","lav",75,NA
"heggefjorden_0361020400-c","god","lav","ukjent","lav",75,NA
"langfjorden-indre_0361020500-1-c","moderat","lav","ukjent","lav",50,NA
"langfjorden-ytre_0361020500-2-c","moderat","lav","ukjent","lav",50,NA
"storborja_0361020600-c","god","lav","ukjent","lav",75,NA
"litjeborja_0361020700-c","god","lav","ukjent","lav",75,NA
"lislfjorden_0361020800-1-c","god","lav","ukjent","lav",75,NA
"storfjorden_0361020800-2-c","god","lav","ukjent","lav",75,NA
"okfjorden_0361020900-c","god","lav","ukjent","lav",75,NA
"velvelstadsundet_0361030100-c","god","lav","ukjent","lav",75,NA
"innervisten_0361030201-c","god","lav","ukjent","lav",75,NA
"strandbukta_0361030202-1-c","god","lav","ukjent","lav",75,NA
"langkilvagen-indre_0361030202-2-c","god","lav","ukjent","lav",75,NA
"langkilvagen-ytre_0361030202-3-c","god","lav","ukjent","lav",75,NA
"visten-midtre_0361030202-4-c","god","lav","ukjent","lav",75,NA
"visten-ytre_0361030202-5-c","god","hoy","ukjent","lav",75,NA
"mindvaerfjorden_0361030300-c","svaert_god","hoy","ukjent","lav",100,NA
"stokkafjorden_0361030400-c","god","lav","ukjent","lav",75,NA
"trosundet_0361030500-c","god","lav","ukjent","lav",75,NA
"sorfjorden_0361030600-c","god","lav","ukjent","lav",75,NA
"halsfjorden_0361030700-2-c","god","lav","ukjent","lav",75,NA
"tjottfjorden-indre_0361030800-2-c","god","hoy","ukjent","lav",75,NA
"tjotta_0361030900-c","god","lav","ukjent","lav",75,NA
"hamnesleia_0361031000-c","god","lav","ukjent","lav",75,NA
"rosoyvalen_-_alstahaugfjorden_0361031100-c","god","lav","ukjent","lav",75,NA
"tjottfjorden-ytre_0361031200-c","god","lav","ukjent","lav",75,NA
"vefsnfjorden-indre_0361040101-c","god","hoy","darlig","hoy",75,0
"vefsnfjorden-midtre_0361040102-1-c","god","lav","darlig","hoy",75,0
"vefsnfjorden-ytre_0361040102-2-c","svaert_god","hoy","ukjent","lav",100,NA
"sundet_0361040200-c","god","lav","ukjent","lav",75,NA
"leirfjorden-ytre_0361040300-1-c","god","lav","ukjent","lav",75,NA
"leirfjorden-indre_0361040300-2-c","god","lav","ukjent","lav",75,NA
"botnfjorden_0361040400-c","god","lav","ukjent","lav",75,NA
"leirfjorden_-_leinesodden_0361040500-1-c","god","lav","ukjent","lav",75,NA
"meisfjorden_0361040600-c","god","lav","ukjent","lav",75,NA
"ulvangen_0361040700-3-c","god","lav","ukjent","lav",75,NA
"alstenfjorden_0361040800-c","god","hoy","ukjent","lav",75,NA
"ytre_flesan_0361050100-c","svaert_god","lav","ukjent","lav",100,NA
"haeroysundet_sor_0361050200-2-c","god","lav","ukjent","lav",75,NA
"heroysundet_0361050200-3-c","moderat","lav","ukjent","lav",50,NA
"husvaerfjorden_0361050200-4-c","god","hoy","ukjent","lav",75,NA
"skagafjorden_0361050300-c","god","lav","ukjent","lav",75,NA
"skagapollen_0361050400-c","god","lav","ukjent","lav",75,NA
"vikafjorden_0361050500-c","god","lav","ukjent","lav",75,NA
"lundstoa_0361050600-c","god","lav","ukjent","lav",75,NA
"kverva_0361050700-c","god","hoy","ukjent","lav",75,NA
"sorasvaerfjorden_0361050800-c","god","hoy","ukjent","lav",75,NA
"skipbatsvaerfjorden_0361050900-c","god","hoy","ukjent","lav",75,NA
"traenfjorden_0362000030-2-c","svaert_god","lav","ukjent","lav",100,NA
"ternholmfjorden_0362000031-c","svaert_god","lav","ukjent","lav",100,NA
"vestfjorden-ytre_0362000032-c","svaert_god","lav","ukjent","lav",100,NA
"stigfjorden_0362010101-1-c","svaert_god","hoy","ukjent","lav",100,NA
"sundstraumen_0362010101-2-c","udefinert","lav","ukjent","lav",NA,NA
"alsovagen_0362010102-c","god","lav","ukjent","lav",75,NA
"vagsvagen_0362010200-c","god","lav","ukjent","lav",75,NA
"dalsvagen_0362010300-c","god","lav","ukjent","lav",75,NA
"ranfjorden_-_lokta_0362010400-c","svaert_god","hoy","ukjent","lav",100,NA
"lavongsbukta_0362010500-1-c","god","lav","ukjent","lav",75,NA
"ranfjorden_-_sandnes_0362010500-2-c","svaert_god","hoy","ukjent","lav",100,NA
"ranfjorden_-_storvika_0362010500-3-c","god","lav","ukjent","lav",75,NA
"leirviken_0362010600-c","svaert_god","hoy","ukjent","lav",100,NA
"elsfjorden_0362010700-c","svaert_god","middels","ukjent","lav",100,NA
"sorfjorden_0362010800-c","moderat","hoy","ukjent","lav",50,NA
"rossaen_0362010900-c","svaert_god","middels","darlig","hoy",100,0
"ranfjorden_-_hemneshalvoya_0362011000-1-c","god","middels","darlig","hoy",75,0
"finneidfjorden_0362011100-c","god","lav","ukjent","lav",75,NA
"sveet_0362011200-c","moderat","lav","ukjent","lav",50,NA
"utskarpen_0362011300-c","udefinert","lav","ukjent","lav",NA,NA
"skogsleira_0362011400-1-c","god","lav","ukjent","lav",75,NA
"litlsjona_0362011400-2-c","god","lav","ukjent","lav",75,NA
"nordasvaerfjorden_-_tomfjorden_0362020100-2-c","svaert_god","lav","darlig","lav",100,0
"sjona-indre_0362020201-1-c","udefinert","middels","ukjent","lav",NA,NA
"sjona-indre_0362020201-2-c","moderat","hoy","ukjent","lav",50,NA
"sjona-ytre_0362020202-c","moderat","hoy","darlig","lav",50,0
"silavagen_0362020203-c","god","lav","ukjent","lav",75,NA
"stigfjorden_0362020300-c","god","lav","ukjent","lav",75,NA
"aldersund_0362020400-c","god","lav","ukjent","lav",75,NA
"matskjerfjorden_0362020500-1-c","god","lav","ukjent","lav",75,NA
"kvaroyfjorden-ytre_0362020500-2-c","god","middels","ukjent","lav",75,NA
"faeroya_0362020500-3-c","god","lav","ukjent","lav",75,NA
"kvina_0362020500-4-c","god","lav","ukjent","lav",75,NA
"kvaroyfjorden-indre_0362020500-5-c","god","lav","ukjent","lav",75,NA
"mavaerfjorden_0362020600-c","svaert_god","lav","ukjent","lav",100,NA
"risvaerfjorden_0362030100-c","god","hoy","darlig","lav",75,0
"vaerangen-ytre_0362030200-c","god","lav","ukjent","lav",75,NA
"melfjorden_0362030300-c","god","hoy","ukjent","lav",75,NA
"sorfjorden-indre_0362030401-c","god","lav","ukjent","lav",75,NA
"sorfjorden-midtre_0362030402-1-c","god","lav","ukjent","lav",75,NA
"sorfjorden-ytre_0362030402-2-c","god","lav","ukjent","lav",75,NA
"nordfjorden_0362030500-c","god","lav","ukjent","lav",75,NA
"kista_0362030601-c","god","lav","ukjent","lav",75,NA
"skjavika_0362030602-1-c","god","lav","ukjent","lav",75,NA
"vaerangen-indre_0362030602-2-c","god","lav","ukjent","lav",75,NA
"vaerangen-midtre_0362030602-3-c","god","lav","ukjent","lav",75,NA
"hopen_0362030700-1-c","god","lav","ukjent","lav",75,NA
"tjongsfjorden-ytre_0362030700-2-c","god","hoy","ukjent","lav",75,NA
"tjongsfjorden-indre_0362030700-3-c","god","lav","ukjent","lav",75,NA
"reppa_0362030700-4-c","god","lav","ukjent","lav",75,NA
"rodoyfjorden_0362030800-c","god","lav","ukjent","lav",75,NA
"meloyvaer_0362040100-c","svaert_god","lav","ukjent","lav",100,NA
"bolgfjorden_0362040200-2-c","god","middels","ukjent","lav",75,NA
"skardsfjorden-indre_0362040300-1-c","god","lav","ukjent","lav",75,NA
"skardsfjorden-ytre_0362040300-2-c","god","hoy","ukjent","lav",75,NA
"arhaugfjorden_0362040400-1-c","god","middels","ukjent","lav",75,NA
"holandsfjorden_0362040400-2-c","god","hoy","ukjent","lav",75,NA
"nordfjorden_0362040500-c","god","middels","ukjent","lav",75,NA
"bjerangsfjorden_0362040600-c","god","lav","ukjent","lav",75,NA
"murholmen_0362040700-1-c","god","lav","ukjent","lav",75,NA
"bogen_0362040700-2-c","god","lav","ukjent","lav",75,NA
"amnessundet_0362040700-3-c","god","lav","ukjent","lav",75,NA
"glomfjorden-indre_0362040800-1-c","moderat","hoy","ukjent","lav",50,NA
"meloyfjorden_-_glomfjorden_0362040800-2-c","moderat","hoy","ukjent","lav",50,NA
"eidet_0362040900-c","god","lav","ukjent","lav",75,NA
"mesoyfjorden_0362041000-2-c","god","lav","ukjent","lav",75,NA
"stigsundet_0362041000-4-c","god","lav","ukjent","lav",75,NA
"stottafjorden_-_gasvaerfjorden_0362041100-c","god","lav","god","hoy",75,100
"maoyleia_0362041200-1-c","god","lav","ukjent","lav",75,NA
"maoyleia_0362041200-2-c","god","lav","darlig","lav",75,0
"vestfjorden-midtre_0363000030-12-c","svaert_god","hoy","darlig","lav",100,0
"buoy_stamsund_havn_0363000030-13-c","moderat","lav","ukjent","lav",50,NA
"tindsvagen_0363000030-1-c","moderat","lav","ukjent","lav",50,NA
"vestervagen_0363000030-5-c","god","lav","ukjent","lav",75,NA
"helligvaer_-_ytterside_landegode_0363000030-7-c","god","middels","darlig","lav",75,0
"vikbukta_0363000031-1-c","god","lav","ukjent","lav",75,NA
"vagspollen_0363000031-2-c","god","lav","ukjent","lav",75,NA
"moskenes_-_flakstad_0363000031-3-c","svaert_god","lav","darlig","lav",100,0
"vagan_0363000032-1-c","svaert_god","lav","ukjent","lav",100,NA
"laukvika_0363000032-2-c","udefinert","lav","ukjent","lav",NA,NA
"fugloyvaer_0363010100-c","svaert_god","lav","ukjent","lav",100,NA
"fleinvaerfjorden_0363010200-c","svaert_god","lav","ukjent","lav",100,NA
"fugloyfjorden_0363010300-1-c","god","lav","darlig","lav",75,0
"gildeskal_0363010300-2-c","god","lav","ukjent","lav",75,NA
"vag_havn_0363010300-6-c","god","lav","ukjent","lav",75,NA
"sorarnoya_-_nordarnoya_0363010300-7-c","god","lav","ukjent","lav",75,NA
"storvik_havn_i_gildeskal_0363010400-1-c","god","lav","ukjent","lav",75,NA
"storviken_0363010400-2-c","god","lav","ukjent","lav",75,NA
"stavsundet_0363010500-c","god","lav","ukjent","lav",75,NA
"sorfjorden-indre_0363010600-1-c","god","lav","ukjent","lav",75,NA
"alten_0363010600-2-c","god","lav","ukjent","lav",75,NA
"sorfjorden-ytre_0363010600-3-c","god","hoy","ukjent","lav",75,NA
"morsdalsfjorden-indre_0363010700-1-c","moderat","hoy","ukjent","lav",50,NA
"morsdalsfjorden-ytre_0363010700-2-c","god","hoy","ukjent","lav",75,NA
"sundsfjorden-indre_0363010800-1-c","udefinert","lav","ukjent","lav",NA,NA
"sundsfjorden-ytre_0363010800-2-c","god","lav","ukjent","lav",75,NA
"holmsundfjorden_0363010800-3-c","god","lav","ukjent","lav",75,NA
"beiarfjorden-ytre_0363010900-1-c","god","lav","ukjent","lav",75,NA
"beiarfjorden-indre_0363010900-2-c","udefinert","lav","ukjent","lav",NA,NA
"nordfjorden_0363011000-2-c","god","lav","ukjent","lav",75,NA
"saltfjorden-ytre_0363011100-1-c","god","middels","darlig","hoy",75,0
"saltfjorden-indre_0363011100-2-c","god","lav","god","hoy",75,100
"hopen_0363011100-3-c","god","lav","ukjent","lav",75,NA
"landegodefjorden_0363011200-1-c","god","middels","god","lav",75,100
"hjartoysundet_-_nyholmsundet_0363011200-3-c","god","middels","darlig","lav",75,0
"ytre_sundan_0363020100-c","god","hoy","ukjent","lav",75,NA
"trongsmoget_0363020200-1-c","god","lav","ukjent","lav",75,NA
"fjellvika_0363020200-2-c","god","lav","ukjent","lav",75,NA
"elvefjorden_0363020300-c","god","lav","ukjent","lav",75,NA
"indre_sundan_0363020400-c","god","lav","ukjent","lav",75,NA
"skjaerstadfjorden_0363020500-c","god","hoy","ukjent","lav",75,NA
"misvaerfjorden-ytre_0363020600-1-c","god","lav","ukjent","lav",75,NA
"misvaerfjorden-indre_0363020600-2-c","god","lav","ukjent","lav",75,NA
"rognan_0363020700-1-c","udefinert","hoy","ukjent","lav",NA,NA
"saltdalsfjorden_0363020700-3-c","god","hoy","ukjent","lav",75,NA
"fauskevika_0363020900-c","svaert_god","hoy","ukjent","lav",100,NA
"klungsetvika_0363021000-c","god","lav","ukjent","lav",75,NA
"valnesfjorden_0363021102-c","god","lav","ukjent","lav",75,NA
"karlsoyfjorden-sondre_0363030100-1-c","god","middels","god","hoy",75,100
"karlsoyfjorden-nordre_0363030100-2-c","god","lav","darlig","lav",75,0
"mistfjorden_0363030200-c","svaert_god","hoy","god","hoy",100,100
"tommervika_-_storvika_0363030301-c","god","lav","ukjent","lav",75,NA
"sorfjorden-indre_0363030302-c","god","lav","ukjent","lav",75,NA
"sorfjorden-ytre_0363030303-c","god","lav","ukjent","lav",75,NA
"nordfjorden_0363030400-c","god","lav","ukjent","lav",75,NA
"folda_0363030500-c","god","lav","ukjent","lav",75,NA
"sorfolda-indre_0363030601-c","god","middels","darlig","hoy",75,0
"revsfjorden_0363030602-1-c","god","lav","ukjent","lav",75,NA
"hopen_0363030602-2-c","god","lav","ukjent","lav",75,NA
"styrkesnes-indre_0363030602-4-c","god","lav","ukjent","lav",75,NA
"sorfolda-ytre_0363030602-5-c","god","lav","ukjent","lav",75,NA
"nevelsfjord-indre_0363030701-c","god","lav","ukjent","lav",75,NA
"nevelsfjord-ytre_0363030702-c","god","lav","ukjent","lav",75,NA
"eidekjosen_0363030800-c","god","lav","ukjent","lav",75,NA
"sjunkfjorden-indre_0363030900-1-c","god","lav","ukjent","lav",75,NA
"sjunkfjorden-ytre_0363030900-2-c","god","lav","ukjent","lav",75,NA
"nordfjorden_0363031000-1-c","god","lav","ukjent","lav",75,NA
"torrfjordelva_0363031000-2-c","god","middels","darlig","lav",75,0
"torrfjorden_0363031000-3-c","god","lav","darlig","lav",75,0
"leirfjorden_0363031100-c","udefinert","lav","ukjent","lav",NA,NA
"botnfjorden_0363031201-c","god","lav","ukjent","lav",75,NA
"sagfjorden_0363031202-c","god","middels","ukjent","lav",75,NA
"brattfjorden-indre_0363031300-1-c","god","lav","ukjent","lav",75,NA
"nordfolda_0363031300-4-c","god","hoy","ukjent","lav",75,NA
"vinkfjorden_0363031400-c","svaert_god","hoy","god","lav",100,100
"stavfjorden_0363031500-c","god","lav","ukjent","lav",75,NA
"morsvikbotn_0363031600-c","god","middels","ukjent","lav",75,NA
"morsvikfjorden_0363031700-c","god","hoy","god","lav",75,100
"balkjosen_0363031800-c","god","lav","ukjent","lav",75,NA
"folda_-_andholmfjorden_0363031900-c","god","middels","darlig","lav",75,0
"botnfjorden_0363032000-c","god","lav","ukjent","lav",75,NA
"leinesfjorden_0363032100-c","god","lav","ukjent","lav",75,NA
"lilandsfjorden_0363032200-c","god","lav","ukjent","lav",75,NA
"skotsfjorden-indre_0363032300-1-c","god","lav","ukjent","lav",75,NA
"skotsfjorden-ytre_0363032300-2-c","god","lav","ukjent","lav",75,NA
"djupfjorden_0363040100-c","god","lav","ukjent","lav",75,NA
"hamnoy_0363040200-3-c","udefinert","lav","ukjent","lav",NA,NA
"kjerkfjorden-ytre_0363040200-4-c","god","lav","ukjent","lav",75,NA
"forsfjorden_0363040300-c","udefinert","lav","ukjent","lav",NA,NA
"bunesfjorden_0363040400-c","god","lav","ukjent","lav",75,NA
"kjerkfjorden-indre_0363040500-c","god","lav","ukjent","lav",75,NA
"sundstraumen_0363040600-2-c","god","lav","ukjent","lav",75,NA
"kakersundet_0363040600-4-c","god","hoy","ukjent","lav",75,NA
"selfjorden_0363040700-1-c","udefinert","lav","ukjent","lav",NA,NA
"torsfjorden-indre_0363040700-2-c","god","lav","ukjent","lav",75,NA
"fredvang_0363040700-6-c","moderat","middels","ukjent","lav",50,NA
"torsfjorden-ytre_0363040700-7-c","svaert_god","hoy","ukjent","lav",100,NA
"skjelfjorden-indre_0363040801-c","god","lav","ukjent","lav",75,NA
"skjelfjorden-ytre_0363040802-c","god","lav","ukjent","lav",75,NA
"nusfjord_0363040900-c","god","lav","ukjent","lav",75,NA
"kilpollen_0363041000-c","god","lav","ukjent","lav",75,NA
"offersoypollen_0363041101-c","udefinert","lav","ukjent","lav",NA,NA
"nappstraumen_0363041102-2-c","god","lav","ukjent","lav",75,NA
"buksnesfjorden-indre_0363041200-1-c","moderat","middels","ukjent","lav",50,NA
"fyglsjoen_0363041200-3-c","moderat","lav","ukjent","lav",50,NA
"buksnesfjorden-ytre_0363041200-4-c","moderat","hoy","ukjent","lav",50,NA
"petvik_0363041200-5-c","god","lav","ukjent","lav",75,NA
"flaget_0363041300-c","god","lav","ukjent","lav",75,NA
"storfjordpollen_0363041401-c","god","lav","ukjent","lav",75,NA
"finnstadpollen_0363041402-c","god","lav","ukjent","lav",75,NA
"sennesvika_0363041403-1-c","god","lav","ukjent","lav",75,NA
"sennesvika_0363041403-2-c","god","lav","ukjent","lav",75,NA
"myklevika_0363041500-1-c","god","lav","ukjent","lav",75,NA
"skifjorden-indre_0363041500-2-c","god","lav","ukjent","lav",75,NA
"kartfjorden_0363041500-3-c","god","lav","ukjent","lav",75,NA
"rolvsfjorden_0363041500-4-c","god","lav","ukjent","lav",75,NA
"skifjorden-ytre_0363041500-5-c","god","lav","ukjent","lav",75,NA
"djupfjorden_0363041600-c","udefinert","lav","ukjent","lav",NA,NA
"lyngvaer_0363041700-c","god","lav","ukjent","lav",75,NA
"olderfjorden-indre_0363041800-1-c","god","lav","ukjent","lav",75,NA
"olderfjorden-ytre_0363041800-2-c","god","lav","ukjent","lav",75,NA
"sydalspollen_0363041900-1-c","god","lav","ukjent","lav",75,NA
"gimsoystraumen_0363041900-2-c","god","lav","ukjent","lav",75,NA
"arrvagan_0363042000-1-c","god","lav","ukjent","lav",75,NA
"vikspollen_0363042000-2-c","god","lav","ukjent","lav",75,NA
"sundklakkstraumen_0363042000-3-c","god","lav","ukjent","lav",75,NA
"jenndalspollen_0363042000-4-c","god","lav","ukjent","lav",75,NA
"steiropollen_0363042101-c","god","lav","ukjent","lav",75,NA
"alstadpollen_0363042102-c","god","lav","ukjent","lav",75,NA
"limstrandpollen_0363042103-c","god","lav","ukjent","lav",75,NA
"indrefjorden_0363042200-c","god","lav","ukjent","lav",75,NA
"nordpollen_0363042300-1-c","god","lav","ukjent","lav",75,NA
"vatnfjorden_0363042300-2-c","god","lav","ukjent","lav",75,NA
"leirane_0363042400-1-c","god","lav","ukjent","lav",75,NA
"sundlandsfjorden_0363042400-2-c","god","lav","ukjent","lav",75,NA
"grunnforfjorden-indre_0363042500-1-c","udefinert","lav","ukjent","lav",NA,NA
"grunnforfjorden-ytre_0363042500-2-c","god","lav","ukjent","lav",75,NA
"innerpollen_0363042601-c","moderat","middels","ukjent","lav",50,NA
"ytterpollen_0363042602-c","moderat","middels","ukjent","lav",50,NA
"lauvaspollen_0363042603-1-c","moderat","middels","ukjent","lav",50,NA
"bronnoyholmen_0363042603-3-c","god","lav","ukjent","lav",75,NA
"hoynesvoda_0363042603-4-c","god","lav","ukjent","lav",75,NA
"mjasundet_0363042603-5-c","god","lav","darlig","lav",75,0
