Year,below_lice,Municip_number,Municip,score_final,gf
2005,0.9545454545454546,2018,Masoy,0.9545454545454546,n
2006,0.9375,2018,Masoy,0.9375,n
2007,1,2018,Masoy,1,n
2008,1,2018,Masoy,1,n
2009,1,2018,Masoy,1,n
2010,0.9558080808080808,2018,Masoy,0.9558080808080808,n
2011,0.9365079365079365,2018,Masoy,0.9365079365079365,n
2012,1,2018,Masoy,1,n
2013,1,2018,Masoy,1,n
2014,1,2018,Masoy,1,n
2015,0.9930555555555556,2018,Masoy,0.9930555555555556,n
2016,1,2018,Masoy,1,n
2017,0.9762393162393163,2018,Masoy,0.9762393162393163,n
2018,1,2018,Masoy,1,n
2019,NA,2018,Masoy,0.9784090909090909,y
2005,1,1837,Meloy,1,n
2006,0.95,1837,Meloy,0.95,n
2007,0.9583333333333334,1837,Meloy,0.9583333333333334,n
2008,1,1837,Meloy,1,n
2009,0.7171717171717172,1837,Meloy,0.7171717171717172,n
2010,0.8777777777777778,1837,Meloy,0.8777777777777778,n
2011,0.7166666666666667,1837,Meloy,0.7166666666666667,n
2012,0.9311255411255411,1837,Meloy,0.9311255411255411,n
2013,0.9142857142857143,1837,Meloy,0.9142857142857143,n
2014,0.9573311748381128,1837,Meloy,0.9573311748381128,n
2015,0.9420289855072463,1837,Meloy,0.9420289855072463,n
2016,0.9615384615384616,1837,Meloy,0.9615384615384616,n
2017,0.8999038461538462,1837,Meloy,0.8999038461538462,n
2018,0.9826546003016591,1837,Meloy,0.9826546003016591,n
2019,NA,1837,Meloy,0.9251010101010101,y
2005,0.9545454545454546,1874,Moskenes,0.9545454545454546,n
2006,1,1874,Moskenes,1,n
2007,0.9545454545454546,1874,Moskenes,0.9545454545454546,n
2008,0.9166666666666667,1874,Moskenes,0.9166666666666667,n
2009,0.8875,1874,Moskenes,0.8875,n
2010,0.7202380952380952,1874,Moskenes,0.7202380952380952,n
2011,0.8181818181818181,1874,Moskenes,0.8181818181818181,n
2015,1,1874,Moskenes,1,n
2012,NA,1874,Moskenes,0.9426515151515151,y
2013,NA,1874,Moskenes,0.9426515151515151,y
2014,NA,1874,Moskenes,0.9426515151515151,y
2016,NA,1874,Moskenes,0.9426515151515151,y
2017,NA,1874,Moskenes,0.9426515151515151,y
2018,NA,1874,Moskenes,0.9426515151515151,y
2019,NA,1874,Moskenes,0.9426515151515151,y
2012,1,1805,Narvik,1,n
2014,1,1805,Narvik,1,n
2015,0.9777777777777777,1805,Narvik,0.9777777777777777,n
2018,1,1805,Narvik,1,n
2005,NA,1805,Narvik,0.9944444444444445,y
2006,NA,1805,Narvik,0.9944444444444445,y
2007,NA,1805,Narvik,0.9944444444444445,y
2008,NA,1805,Narvik,0.9944444444444445,y
2009,NA,1805,Narvik,0.9944444444444445,y
2010,NA,1805,Narvik,0.9944444444444445,y
2011,NA,1805,Narvik,0.9944444444444445,y
2013,NA,1805,Narvik,0.9944444444444445,y
2016,NA,1805,Narvik,0.9944444444444445,y
2017,NA,1805,Narvik,0.9944444444444445,y
2019,NA,1805,Narvik,0.9944444444444445,y
2005,0.8636363636363636,1828,Nesna,0.8636363636363636,n
2006,0.875,1828,Nesna,0.875,n
2007,0.9583333333333333,1828,Nesna,0.9583333333333333,n
2008,0.9583333333333333,1828,Nesna,0.9583333333333333,n
2009,0.9583333333333333,1828,Nesna,0.9583333333333333,n
2010,0.875,1828,Nesna,0.875,n
2011,0.8035714285714286,1828,Nesna,0.8035714285714286,n
2012,0.8552631578947368,1828,Nesna,0.8552631578947368,n
2013,0.9487179487179487,1828,Nesna,0.9487179487179487,n
2014,0.9293478260869565,1828,Nesna,0.9293478260869565,n
2015,0.9111111111111111,1828,Nesna,0.9111111111111111,n
2016,1,1828,Nesna,1,n
2018,0.9605263157894737,1828,Nesna,0.9605263157894737,n
2017,NA,1828,Nesna,0.9227272727272727,y
2019,NA,1828,Nesna,0.9227272727272727,y
2005,1,2027,Nesseby,1,n
2009,1,2027,Nesseby,1,n
2010,1,2027,Nesseby,1,n
2011,1,2027,Nesseby,1,n
2013,1,2027,Nesseby,1,n
2015,1,2027,Nesseby,1,n
2016,0.9891304347826086,2027,Nesseby,0.9891304347826086,n
2017,1,2027,Nesseby,1,n
2018,1,2027,Nesseby,1,n
2006,NA,2027,Nesseby,1,y
2007,NA,2027,Nesseby,1,y
2008,NA,2027,Nesseby,1,y
2012,NA,2027,Nesseby,1,y
2014,NA,2027,Nesseby,1,y
2019,NA,2027,Nesseby,1,y
2007,1,2019,Nordkapp,1,n
2008,1,2019,Nordkapp,1,n
2009,1,2019,Nordkapp,1,n
2010,1,2019,Nordkapp,1,n
2011,1,2019,Nordkapp,1,n
2013,1,2019,Nordkapp,1,n
2014,0.98989898989899,2019,Nordkapp,0.98989898989899,n
2015,1,2019,Nordkapp,1,n
2016,1,2019,Nordkapp,1,n
2017,0.9693842449260406,2019,Nordkapp,0.9693842449260406,n
2018,1,2019,Nordkapp,1,n
2005,NA,2019,Nordkapp,1,y
2006,NA,2019,Nordkapp,1,y
2012,NA,2019,Nordkapp,1,y
2019,NA,2019,Nordkapp,1,y
2005,0.9696969696969697,1942,Nordreisa,0.9696969696969697,n
2006,0.8417508417508417,1942,Nordreisa,0.8417508417508417,n
2007,0.9375,1942,Nordreisa,0.9375,n
2008,1,1942,Nordreisa,1,n
2009,1,1942,Nordreisa,1,n
2010,0.9259259259259259,1942,Nordreisa,0.9259259259259259,n
2011,1,1942,Nordreisa,1,n
2012,1,1942,Nordreisa,1,n
2013,0.8822510822510823,1942,Nordreisa,0.8822510822510823,n
2014,1,1942,Nordreisa,1,n
2015,1,1942,Nordreisa,1,n
2017,1,1942,Nordreisa,1,n
2018,1,1942,Nordreisa,1,n
2016,NA,1942,Nordreisa,0.9497895622895622,y
2019,NA,1942,Nordreisa,0.9497895622895622,y
2005,0.9861111111111112,1868,Oksnes,0.9861111111111112,n
2006,0.854978354978355,1868,Oksnes,0.854978354978355,n
2007,0.9502442002442002,1868,Oksnes,0.9502442002442002,n
2008,0.9017857142857143,1868,Oksnes,0.9017857142857143,n
2009,0.9148809523809524,1868,Oksnes,0.9148809523809524,n
2010,0.987012987012987,1868,Oksnes,0.987012987012987,n
2011,0.930047225501771,1868,Oksnes,0.930047225501771,n
2012,0.9138888888888889,1868,Oksnes,0.9138888888888889,n
2013,0.9477045177045177,1868,Oksnes,0.9477045177045177,n
2014,0.9034765411893072,1868,Oksnes,0.9034765411893072,n
2015,1,1868,Oksnes,1,n
2016,0.979520697167756,1868,Oksnes,0.979520697167756,n
2017,0.9494583344662878,1868,Oksnes,0.9494583344662878,n
2018,0.9639587587262006,1868,Oksnes,0.9639587587262006,n
2019,NA,1868,Oksnes,0.9216000666000665,y
2013,0.8529411764705882,1833,Rana,0.8529411764705882,n
2015,0.9615384615384616,1833,Rana,0.9615384615384616,n
2016,0.9142857142857143,1833,Rana,0.9142857142857143,n
2017,1,1833,Rana,1,n
2018,1,1833,Rana,1,n
2005,NA,1833,Rana,0.9457530704589528,y
2006,NA,1833,Rana,0.9457530704589528,y
2007,NA,1833,Rana,0.9457530704589528,y
2008,NA,1833,Rana,0.9457530704589528,y
2009,NA,1833,Rana,0.9457530704589528,y
2010,NA,1833,Rana,0.9457530704589528,y
2011,NA,1833,Rana,0.9457530704589528,y
2012,NA,1833,Rana,0.9457530704589528,y
2014,NA,1833,Rana,0.9457530704589528,y
2019,NA,1833,Rana,0.9457530704589528,y
2005,0.753168044077135,1836,Rodoy,0.753168044077135,n
2006,0.7075517075517075,1836,Rodoy,0.7075517075517075,n
2007,0.8125,1836,Rodoy,0.8125,n
2008,0.975,1836,Rodoy,0.975,n
2009,0.90625,1836,Rodoy,0.90625,n
2010,0.8409722222222222,1836,Rodoy,0.8409722222222222,n
2011,0.9508778258778259,1836,Rodoy,0.9508778258778259,n
2012,0.8939173789173789,1836,Rodoy,0.8939173789173789,n
2013,0.9287071982384483,1836,Rodoy,0.9287071982384483,n
2014,0.9374965190754665,1836,Rodoy,0.9374965190754665,n
2015,0.928819597069597,1836,Rodoy,0.928819597069597,n
2016,0.9816287878787879,1836,Rodoy,0.9816287878787879,n
2017,0.9661538461538461,1836,Rodoy,0.9661538461538461,n
2018,0.9698101789572378,1836,Rodoy,0.9698101789572378,n
2019,NA,1836,Rodoy,0.8308939503257685,y
2005,1,1923,Salangen,1,n
2006,1,1923,Salangen,1,n
2007,0.5892857142857143,1923,Salangen,0.5892857142857143,n
2008,1,1923,Salangen,1,n
2009,1,1923,Salangen,1,n
2010,1,1923,Salangen,1,n
2011,1,1923,Salangen,1,n
2014,1,1923,Salangen,1,n
2015,1,1923,Salangen,1,n
2017,1,1923,Salangen,1,n
2018,0.9888888888888889,1923,Salangen,0.9888888888888889,n
2012,NA,1923,Salangen,0.9178571428571428,y
2013,NA,1923,Salangen,0.9178571428571428,y
2016,NA,1923,Salangen,0.9178571428571428,y
2019,NA,1923,Salangen,0.9178571428571428,y
2005,1,1840,Saltdal,1,n
2006,1,1840,Saltdal,1,n
2007,0.9444444444444444,1840,Saltdal,0.9444444444444444,n
2008,1,1840,Saltdal,1,n
2009,1,1840,Saltdal,1,n
2010,1,1840,Saltdal,1,n
2011,1,1840,Saltdal,1,n
2012,NA,1840,Saltdal,0.9888888888888889,y
2013,NA,1840,Saltdal,0.9888888888888889,y
2014,NA,1840,Saltdal,0.9888888888888889,y
2015,NA,1840,Saltdal,0.9888888888888889,y
2016,NA,1840,Saltdal,0.9888888888888889,y
2017,NA,1840,Saltdal,0.9888888888888889,y
2018,NA,1840,Saltdal,0.9888888888888889,y
2019,NA,1840,Saltdal,0.9888888888888889,y
2005,0.9642857142857143,1913,Skanland,0.9642857142857143,n
2006,1,1913,Skanland,1,n
2007,0.955,1913,Skanland,0.955,n
2008,1,1913,Skanland,1,n
2009,1,1913,Skanland,1,n
2010,0.9545454545454546,1913,Skanland,0.9545454545454546,n
2011,0.9791666666666666,1913,Skanland,0.9791666666666666,n
2013,1,1913,Skanland,1,n
2014,1,1913,Skanland,1,n
2015,0.9716312056737588,1913,Skanland,0.9716312056737588,n
2016,0.9829059829059829,1913,Skanland,0.9829059829059829,n
2017,0.9269162210338681,1913,Skanland,0.9269162210338681,n
2018,1,1913,Skanland,1,n
2012,NA,1913,Skanland,0.9838571428571429,y
2019,NA,1913,Skanland,0.9838571428571429,y
2005,0.9492063492063492,1941,Skjervoy,0.9492063492063492,n
2006,0.9373737373737374,1941,Skjervoy,0.9373737373737374,n
2007,0.94,1941,Skjervoy,0.94,n
2008,0.9583333333333334,1941,Skjervoy,0.9583333333333334,n
2009,1,1941,Skjervoy,1,n
2010,1,1941,Skjervoy,1,n
2011,1,1941,Skjervoy,1,n
2012,1,1941,Skjervoy,1,n
2013,0.9804232804232804,1941,Skjervoy,0.9804232804232804,n
2014,1,1941,Skjervoy,1,n
2015,1,1941,Skjervoy,1,n
2016,0.9962121212121212,1941,Skjervoy,0.9962121212121212,n
2017,0.9767992424242424,1941,Skjervoy,0.9767992424242424,n
2018,0.9829725829725829,1941,Skjervoy,0.9829725829725829,n
2019,NA,1941,Skjervoy,0.9569826839826839,y
2005,0.8917748917748918,1812,Somna,0.8917748917748918,n
2006,0.95,1812,Somna,0.95,n
2007,0.8888888888888888,1812,Somna,0.8888888888888888,n
2008,1,1812,Somna,1,n
2009,0.84375,1812,Somna,0.84375,n
2010,0.8863636363636364,1812,Somna,0.8863636363636364,n
2011,0.8382936507936508,1812,Somna,0.8382936507936508,n
2013,0.5862068965517241,1812,Somna,0.5862068965517241,n
2017,1,1812,Somna,1,n
2012,NA,1812,Somna,0.9148827561327562,y
2014,NA,1812,Somna,0.9148827561327562,y
2015,NA,1812,Somna,0.9148827561327562,y
2016,NA,1812,Somna,0.9148827561327562,y
2018,NA,1812,Somna,0.9148827561327562,y
2019,NA,1812,Somna,0.9148827561327562,y
2005,1,2030,Sor-Varanger,1,n
2006,1,2030,Sor-Varanger,1,n
2007,1,2030,Sor-Varanger,1,n
2008,1,2030,Sor-Varanger,1,n
2009,1,2030,Sor-Varanger,1,n
2010,0.9583333333333334,2030,Sor-Varanger,0.9583333333333334,n
2011,1,2030,Sor-Varanger,1,n
2013,0.9487179487179487,2030,Sor-Varanger,0.9487179487179487,n
2014,1,2030,Sor-Varanger,1,n
2015,1,2030,Sor-Varanger,1,n
2016,1,2030,Sor-Varanger,1,n
2018,1,2030,Sor-Varanger,1,n
2012,NA,2030,Sor-Varanger,1,y
2017,NA,2030,Sor-Varanger,1,y
2019,NA,2030,Sor-Varanger,1,y
2005,0.873015873015873,1845,Sorfold,0.873015873015873,n
2006,0.9027777777777777,1845,Sorfold,0.9027777777777777,n
2007,0.8425925925925926,1845,Sorfold,0.8425925925925926,n
2008,1,1845,Sorfold,1,n
2009,0.875,1845,Sorfold,0.875,n
2010,0.6958874458874459,1845,Sorfold,0.6958874458874459,n
2011,0.8818181818181818,1845,Sorfold,0.8818181818181818,n
2012,0.8986860736298518,1845,Sorfold,0.8986860736298518,n
2013,0.8768881118881119,1845,Sorfold,0.8768881118881119,n
2014,0.8132897004955828,1845,Sorfold,0.8132897004955828,n
2015,0.9786904761904762,1845,Sorfold,0.9786904761904762,n
2016,0.9907407407407407,1845,Sorfold,0.9907407407407407,n
2017,0.9790505675954593,1845,Sorfold,0.9790505675954593,n
2018,0.95949263502455,1845,Sorfold,0.95949263502455,n
2019,NA,1845,Sorfold,0.8986772486772486,y
2012,0.8333333333333334,1925,Sorreisa,0.8333333333333334,n
2013,1,1925,Sorreisa,1,n
2014,0.9302325581395349,1925,Sorreisa,0.9302325581395349,n
2005,NA,1925,Sorreisa,0.9211886304909561,y
2006,NA,1925,Sorreisa,0.9211886304909561,y
2007,NA,1925,Sorreisa,0.9211886304909561,y
2008,NA,1925,Sorreisa,0.9211886304909561,y
2009,NA,1925,Sorreisa,0.9211886304909561,y
2010,NA,1925,Sorreisa,0.9211886304909561,y
2011,NA,1925,Sorreisa,0.9211886304909561,y
2015,NA,1925,Sorreisa,0.9211886304909561,y
2016,NA,1925,Sorreisa,0.9211886304909561,y
2017,NA,1925,Sorreisa,0.9211886304909561,y
2018,NA,1925,Sorreisa,0.9211886304909561,y
2019,NA,1925,Sorreisa,0.9211886304909561,y
2005,0.8358585858585859,1870,Sortland,0.8358585858585859,n
2006,0.7722222222222223,1870,Sortland,0.7722222222222223,n
2007,0.9106060606060606,1870,Sortland,0.9106060606060606,n
2008,0.8923611111111112,1870,Sortland,0.8923611111111112,n
2009,0.9722222222222222,1870,Sortland,0.9722222222222222,n
2010,0.8714285714285714,1870,Sortland,0.8714285714285714,n
2011,0.975,1870,Sortland,0.975,n
2012,0.8415384615384616,1870,Sortland,0.8415384615384616,n
2013,0.9804558404558404,1870,Sortland,0.9804558404558404,n
2014,0.9283100531182372,1870,Sortland,0.9283100531182372,n
2015,0.9511478163493841,1870,Sortland,0.9511478163493841,n
2016,0.9703703703703703,1870,Sortland,0.9703703703703703,n
2017,0.9488838612368025,1870,Sortland,0.9488838612368025,n
2018,0.9963768115942029,1870,Sortland,0.9963768115942029,n
2019,NA,1870,Sortland,0.8766540404040404,y
2005,0.7792207792207793,1848,Steigen,0.7792207792207793,n
2006,0.9444444444444444,1848,Steigen,0.9444444444444444,n
2007,1,1848,Steigen,1,n
2008,1,1848,Steigen,1,n
2009,0.8888888888888888,1848,Steigen,0.8888888888888888,n
2010,0.9614197530864198,1848,Steigen,0.9614197530864198,n
2011,0.9511111111111111,1848,Steigen,0.9511111111111111,n
2012,0.9643195827406353,1848,Steigen,0.9643195827406353,n
2013,0.9773053541346224,1848,Steigen,0.9773053541346224,n
2014,0.9712430426716141,1848,Steigen,0.9712430426716141,n
2015,0.8694178162263269,1848,Steigen,0.8694178162263269,n
2016,0.8884574684574684,1848,Steigen,0.8884574684574684,n
2017,0.9277356827760054,1848,Steigen,0.9277356827760054,n
2018,0.9947916666666666,1848,Steigen,0.9947916666666666,n
2019,NA,1848,Steigen,0.9225108225108225,y
2016,1,1852,Tjeldsund,1,n
2017,0.925,1852,Tjeldsund,0.925,n
2018,1,1852,Tjeldsund,1,n
2005,NA,1852,Tjeldsund,0.975,y
2006,NA,1852,Tjeldsund,0.975,y
2007,NA,1852,Tjeldsund,0.975,y
2008,NA,1852,Tjeldsund,0.975,y
2009,NA,1852,Tjeldsund,0.975,y
2010,NA,1852,Tjeldsund,0.975,y
2011,NA,1852,Tjeldsund,0.975,y
2012,NA,1852,Tjeldsund,0.975,y
2013,NA,1852,Tjeldsund,0.975,y
2014,NA,1852,Tjeldsund,0.975,y
2015,NA,1852,Tjeldsund,0.975,y
2019,NA,1852,Tjeldsund,0.975,y
2005,0.8782051282051282,1928,Torsken,0.8782051282051282,n
2006,0.8602360602360603,1928,Torsken,0.8602360602360603,n
2007,0.9477709790209791,1928,Torsken,0.9477709790209791,n
2008,0.9293650793650794,1928,Torsken,0.9293650793650794,n
2009,0.9916666666666667,1928,Torsken,0.9916666666666667,n
2010,1,1928,Torsken,1,n
2011,0.9183673469387755,1928,Torsken,0.9183673469387755,n
2012,0.9615384615384616,1928,Torsken,0.9615384615384616,n
2013,0.824,1928,Torsken,0.824,n
2014,0.9316673508483854,1928,Torsken,0.9316673508483854,n
2015,0.9285714285714286,1928,Torsken,0.9285714285714286,n
2016,0.9834393216746158,1928,Torsken,0.9834393216746158,n
2017,0.9114869505494505,1928,Torsken,0.9114869505494505,n
2018,NA,1928,Torsken,0.9214487826987827,y
2019,NA,1928,Torsken,0.9214487826987827,y
2005,0.8214285714285714,1835,Traena,0.8214285714285714,n
2006,0.8133435192258721,1835,Traena,0.8133435192258721,n
2007,0.939484126984127,1835,Traena,0.939484126984127,n
2008,0.9583333333333334,1835,Traena,0.9583333333333334,n
2009,0.7873737373737374,1835,Traena,0.7873737373737374,n
2010,0.7058080808080808,1835,Traena,0.7058080808080808,n
2011,0.8592592592592593,1835,Traena,0.8592592592592593,n
2012,NA,1835,Traena,0.86399265766912825,y
2013,1,1835,Traena,1,n
2014,0.9791666666666666,1835,Traena,0.9791666666666666,n
2015,1,1835,Traena,1,n
2016,1,1835,Traena,1,n
2017,1,1835,Traena,1,n
2018,1,1835,Traena,1,n
2019,NA,1835,Traena,0.86399265766912825,y
2005,0.8668831168831169,1927,Tranoy,0.8668831168831169,n
2006,0.9808080808080808,1927,Tranoy,0.9808080808080808,n
2007,0.9945054945054945,1927,Tranoy,0.9945054945054945,n
2008,0.9940476190476191,1927,Tranoy,0.9940476190476191,n
2009,0.9871794871794872,1927,Tranoy,0.9871794871794872,n
2010,0.9375246548323471,1927,Tranoy,0.9375246548323471,n
2011,0.9567901234567902,1927,Tranoy,0.9567901234567902,n
2012,0.951194743130227,1927,Tranoy,0.951194743130227,n
2013,0.9910010111223458,1927,Tranoy,0.9910010111223458,n
2014,0.9878048780487805,1927,Tranoy,0.9878048780487805,n
2015,0.9945652173913043,1927,Tranoy,0.9945652173913043,n
2016,0.9624242424242424,1927,Tranoy,0.9624242424242424,n
2017,1,1927,Tranoy,1,n
2018,0.9921568627450981,1927,Tranoy,0.9921568627450981,n
2019,NA,1927,Tranoy,0.9646847596847598,y
2005,0.9152272727272728,1902,Tromso,0.9152272727272728,n
2006,0.9301531801531802,1902,Tromso,0.9301531801531802,n
2007,0.9722222222222222,1902,Tromso,0.9722222222222222,n
2008,0.9553872053872053,1902,Tromso,0.9553872053872053,n
2009,0.9572916666666667,1902,Tromso,0.9572916666666667,n
2010,0.9627896613190731,1902,Tromso,0.9627896613190731,n
2011,0.9608024691358025,1902,Tromso,0.9608024691358025,n
2012,0.9772727272727273,1902,Tromso,0.9772727272727273,n
2013,1,1902,Tromso,1,n
2014,1,1902,Tromso,1,n
2015,1,1902,Tromso,1,n
2016,1,1902,Tromso,1,n
2017,0.9925925925925926,1902,Tromso,0.9925925925925926,n
2018,1,1902,Tromso,1,n
2019,NA,1902,Tromso,0.9460563094313095,y
2005,0.8333333333333333,1850,Tysfjord,0.8333333333333333,n
2006,1,1850,Tysfjord,1,n
2008,1,1850,Tysfjord,1,n
2009,1,1850,Tysfjord,1,n
2010,0.9722222222222222,1850,Tysfjord,0.9722222222222222,n
2011,0.925,1850,Tysfjord,0.925,n
2012,0.95,1850,Tysfjord,0.95,n
2013,0.9770965468639887,1850,Tysfjord,0.9770965468639887,n
2014,0.9686361947231512,1850,Tysfjord,0.9686361947231512,n
2015,0.876554541388301,1850,Tysfjord,0.876554541388301,n
2016,0.8973870214752567,1850,Tysfjord,0.8973870214752567,n
2017,1,1850,Tysfjord,1,n
2018,0.9912698412698413,1850,Tysfjord,0.9912698412698413,n
2007,NA,1850,Tysfjord,0.9611111111111111,y
2019,NA,1850,Tysfjord,0.9611111111111111,y
2005,0.9393939393939394,1857,Vaeroy,0.9393939393939394,n
2006,0.6681818181818182,1857,Vaeroy,0.6681818181818182,n
2007,1,1857,Vaeroy,1,n
2008,1,1857,Vaeroy,1,n
2009,0.9484848484848485,1857,Vaeroy,0.9484848484848485,n
2010,1,1857,Vaeroy,1,n
2011,0.9188311688311688,1857,Vaeroy,0.9188311688311688,n
2012,NA,1857,Vaeroy,0.9112121212121213,y
2013,NA,1857,Vaeroy,0.9112121212121213,y
2014,NA,1857,Vaeroy,0.9112121212121213,y
2015,NA,1857,Vaeroy,0.9112121212121213,y
2016,NA,1857,Vaeroy,0.9112121212121213,y
2017,NA,1857,Vaeroy,0.9112121212121213,y
2018,NA,1857,Vaeroy,0.9112121212121213,y
2019,NA,1857,Vaeroy,0.9112121212121213,y
2005,0.9473905723905723,1865,Vagan,0.9473905723905723,n
2006,0.9166666666666666,1865,Vagan,0.9166666666666666,n
2007,0.9713804713804713,1865,Vagan,0.9713804713804713,n
2008,0.9428639261972596,1865,Vagan,0.9428639261972596,n
2009,0.904673721340388,1865,Vagan,0.904673721340388,n
2010,0.9002164502164502,1865,Vagan,0.9002164502164502,n
2011,0.8761904761904762,1865,Vagan,0.8761904761904762,n
2012,0.8509766095972993,1865,Vagan,0.8509766095972993,n
2013,0.9354838709677419,1865,Vagan,0.9354838709677419,n
2014,0.8338709677419355,1865,Vagan,0.8338709677419355,n
2016,0.926829268292683,1865,Vagan,0.926829268292683,n
2017,0.9244505494505495,1865,Vagan,0.9244505494505495,n
2015,NA,1865,Vagan,0.9365950715950716,y
2018,NA,1865,Vagan,0.9365950715950716,y
2019,NA,1865,Vagan,0.9365950715950716,y
2012,0.6774193548387096,1824,Vefsn,0.6774193548387096,n
2013,0.96875,1824,Vefsn,0.96875,n
2014,0.6571428571428571,1824,Vefsn,0.6571428571428571,n
2015,1,1824,Vefsn,1,n
2016,0.8918918918918919,1824,Vefsn,0.8918918918918919,n
2017,1,1824,Vefsn,1,n
2005,NA,1824,Vefsn,0.8390408207746918,y
2006,NA,1824,Vefsn,0.8390408207746918,y
2007,NA,1824,Vefsn,0.8390408207746918,y
2008,NA,1824,Vefsn,0.8390408207746918,y
2009,NA,1824,Vefsn,0.8390408207746918,y
2010,NA,1824,Vefsn,0.8390408207746918,y
2011,NA,1824,Vefsn,0.8390408207746918,y
2018,NA,1824,Vefsn,0.8390408207746918,y
2019,NA,1824,Vefsn,0.8390408207746918,y
2005,0.6685185185185185,1815,Vega,0.6685185185185185,n
2006,0.8048611111111111,1815,Vega,0.8048611111111111,n
2007,0.9393939393939394,1815,Vega,0.9393939393939394,n
2008,0.9233333333333333,1815,Vega,0.9233333333333333,n
2009,0.9583333333333334,1815,Vega,0.9583333333333334,n
2010,0.7553475935828877,1815,Vega,0.7553475935828877,n
2011,0.8541666666666666,1815,Vega,0.8541666666666666,n
2012,0.7575757575757576,1815,Vega,0.7575757575757576,n
2013,0.8982758620689655,1815,Vega,0.8982758620689655,n
2014,0.7379869093231163,1815,Vega,0.7379869093231163,n
2015,1,1815,Vega,1,n
2016,0.8946428571428571,1815,Vega,0.8946428571428571,n
2017,1,1815,Vega,1,n
2018,0.9878048780487805,1815,Vega,0.9878048780487805,n
2019,NA,1815,Vega,0.8588880471380471,y
2005,0.7450649350649351,1860,Vestvagoy,0.7450649350649351,n
2006,0.7916666666666666,1860,Vestvagoy,0.7916666666666666,n
2007,0.8553030303030303,1860,Vestvagoy,0.8553030303030303,n
2008,0.8428571428571429,1860,Vestvagoy,0.8428571428571429,n
2009,0.7936507936507936,1860,Vestvagoy,0.7936507936507936,n
2010,0.85,1860,Vestvagoy,0.85,n
2011,0.8835858585858586,1860,Vestvagoy,0.8835858585858586,n
2013,0.7771959223572127,1860,Vestvagoy,0.7771959223572127,n
2014,1,1860,Vestvagoy,1,n
2016,1,1860,Vestvagoy,1,n
2017,0.8245614035087719,1860,Vestvagoy,0.8245614035087719,n
2018,1,1860,Vestvagoy,1,n
2012,NA,1860,Vestvagoy,0.8057085137085137,y
2015,NA,1860,Vestvagoy,0.8057085137085137,y
2019,NA,1860,Vestvagoy,0.8057085137085137,y
2005,0.6813568376068376,1816,Vevelstad,0.6813568376068376,n
2006,0.8875,1816,Vevelstad,0.8875,n
2007,1,1816,Vevelstad,1,n
2008,0.9444444444444444,1816,Vevelstad,0.9444444444444444,n
2009,0.815007215007215,1816,Vevelstad,0.815007215007215,n
2010,0.8055555555555556,1816,Vevelstad,0.8055555555555556,n
2011,0.8444940476190477,1816,Vevelstad,0.8444940476190477,n
2013,0.87989417989418,1816,Vevelstad,0.87989417989418,n
2014,0.6079545454545454,1816,Vevelstad,0.6079545454545454,n
2015,0.9937106918238994,1816,Vevelstad,0.9937106918238994,n
2016,0.918918918918919,1816,Vevelstad,0.918918918918919,n
2017,1,1816,Vevelstad,1,n
2018,1,1816,Vevelstad,1,n
2012,NA,1816,Vevelstad,0.8656616994116993,y
2019,NA,1816,Vevelstad,0.8656616994116993,y
