"","Municip_number","Municip_name","Year","average_locs_above_thr","average_prop_locs_above_thr","average_locs_below_thr","average_prop_locs_below_thr"
"248",1866,"Hadsel",2019,0,0,3.46153846153846,1
"249",1867,"Bo",2012,0.681818181818182,0.303787878787879,1.95454545454545,0.696212121212121
"250",1867,"Bo",2013,0.25,0.078125,2.4375,0.921875
"251",1867,"Bo",2014,0.1,0.03,2.56,0.97
"252",1867,"Bo",2015,0.282608695652174,0.134057971014493,2.10869565217391,0.865942028985507
"253",1867,"Bo",2016,0.0625,0.015625,2.625,0.984375
"254",1867,"Bo",2017,0.769230769230769,0.190064102564103,3.13461538461538,0.809935897435897
"255",1867,"Bo",2018,0.137254901960784,0.0503267973856209,3.45098039215686,0.949673202614379
"256",1867,"Bo",2019,0.0769230769230769,0.0192307692307692,2.84615384615385,0.980769230769231
"257",1868,"Oksnes",2012,0.375,0.144444444444444,3.64583333333333,0.855555555555556
"258",1868,"Oksnes",2013,0.173076923076923,0.032051282051282,4.21153846153846,0.967948717948718
"259",1868,"Oksnes",2014,0.372549019607843,0.0860410830999066,4,0.913958916900093
"260",1868,"Oksnes",2015,0,0,3.60377358490566,1
"261",1868,"Oksnes",2016,0.0576923076923077,0.0141025641025641,3.15384615384615,0.985897435897436
"262",1868,"Oksnes",2017,0.288461538461538,0.0491758241758242,4.80769230769231,0.950824175824176
"263",1868,"Oksnes",2018,0.192307692307692,0.0329212454212454,4.82692307692308,0.967078754578755
"264",1868,"Oksnes",2019,0.0833333333333333,0.0208333333333333,2.66666666666667,0.979166666666667
"265",1870,"Sortland",2012,0.272727272727273,0.0732323232323232,2.90909090909091,0.926767676767677
"266",1870,"Sortland",2013,0.0638297872340425,0.0159574468085106,3.4468085106383,0.984042553191489
"267",1870,"Sortland",2014,0.269230769230769,0.0522435897435897,3.73076923076923,0.94775641025641
"268",1870,"Sortland",2015,0.25,0.0865384615384615,3.21153846153846,0.913461538461538
"269",1870,"Sortland",2016,0.0833333333333333,0.0225694444444444,2.5625,0.977430555555556
"270",1870,"Sortland",2017,0.176470588235294,0.0480392156862745,3.76470588235294,0.951960784313725
"271",1870,"Sortland",2018,0.02,0.004,4.36,0.996
"272",1870,"Sortland",2019,0,0,3.53846153846154,1
"273",1874,"Moskenes",2014,0,0,1,1
"274",1874,"Moskenes",2015,0,0,1,1
"275",1902,"Tromso",2012,0.0888888888888889,0.0188888888888889,3.55555555555556,0.981111111111111
"276",1902,"Tromso",2013,0.0384615384615385,0.00641025641025641,4.03846153846154,0.993589743589744
"277",1902,"Tromso",2014,0,0,4.59615384615385,1
"278",1902,"Tromso",2015,0,0,4.9622641509434,1
"279",1902,"Tromso",2016,0,0,6.48076923076923,1
"280",1902,"Tromso",2017,0.0384615384615385,0.00480769230769231,6.38461538461539,0.995192307692308
"281",1902,"Tromso",2018,0,0,6.36538461538461,1
"282",1902,"Tromso",2019,0.0769230769230769,0.00854700854700855,7.53846153846154,0.991452991452991
"283",1903,"Harstad",2012,0.384615384615385,0.112820512820513,3.11538461538462,0.887179487179487
"284",1903,"Harstad",2013,0.0392156862745098,0.011437908496732,3.17647058823529,0.988562091503268
"285",1903,"Harstad",2014,0.0980392156862745,0.0199346405228758,3.7843137254902,0.980065359477124
"286",1903,"Harstad",2015,0.0377358490566038,0.0110062893081761,4.28301886792453,0.988993710691824
"287",1903,"Harstad",2016,0.115384615384615,0.0154532967032967,5.36538461538461,0.984546703296703
"288",1903,"Harstad",2017,0.192307692307692,0.0288003663003663,6.32692307692308,0.971199633699634
"289",1903,"Harstad",2018,0.134615384615385,0.0210927960927961,5.90384615384615,0.978907203907204
"290",1903,"Harstad",2019,0,0,6.53846153846154,1
"291",1911,"Kvaefjord",2012,0.181818181818182,0.0795454545454545,1.65909090909091,0.920454545454545
"292",1911,"Kvaefjord",2013,0.0294117647058824,0.0294117647058824,1.35294117647059,0.970588235294118
"293",1911,"Kvaefjord",2014,0,0,1.95918367346939,1
"294",1911,"Kvaefjord",2015,0.169811320754717,0.10377358490566,1.9811320754717,0.89622641509434
"295",1911,"Kvaefjord",2016,0,0,1.64,1
"296",1911,"Kvaefjord",2017,0.19047619047619,0.103174603174603,1.73809523809524,0.896825396825397
"297",1911,"Kvaefjord",2018,0,0,1.37254901960784,1
"298",1911,"Kvaefjord",2019,0,0,1.91666666666667,1
"299",1913,"Skanland",2012,0,0,1.03703703703704,1
"300",1913,"Skanland",2013,0,0,1,1
"301",1913,"Skanland",2014,0,0,2.04545454545455,1
"302",1913,"Skanland",2015,0.0754716981132075,0.0314465408805031,2.56603773584906,0.968553459119497
"303",1913,"Skanland",2016,0.0444444444444444,0.0222222222222222,2.17777777777778,0.977777777777778
"304",1913,"Skanland",2017,0.173076923076923,0.0737179487179487,2.40384615384615,0.926282051282051
"305",1913,"Skanland",2018,0,0,2.16666666666667,1
"306",1913,"Skanland",2019,0,0,2.07692307692308,1
"307",1917,"Ibestad",2012,0.170731707317073,0.0467479674796748,2.29268292682927,0.953252032520325
"308",1917,"Ibestad",2013,0,0,3.73913043478261,1
"309",1917,"Ibestad",2014,0.0192307692307692,0.00384615384615385,3.82692307692308,0.996153846153846
"310",1917,"Ibestad",2015,0.0192307692307692,0.00480769230769231,3.01923076923077,0.995192307692308
"311",1917,"Ibestad",2016,0.173076923076923,0.0480769230769231,3.59615384615385,0.951923076923077
"312",1917,"Ibestad",2017,0.153846153846154,0.0355769230769231,3.86538461538462,0.964423076923077
"313",1917,"Ibestad",2018,0.269230769230769,0.0412087912087912,5.15384615384615,0.958791208791209
"314",1917,"Ibestad",2019,0,0,3.53846153846154,1
"315",1919,"Gratangen",2013,0,0,1,1
"316",1919,"Gratangen",2014,0,0,1,1
"317",1919,"Gratangen",2015,0,0,1,1
"318",1919,"Gratangen",2016,0,0,1,1
"319",1919,"Gratangen",2017,0.219512195121951,0.219512195121951,0.780487804878049,0.780487804878049
"320",1919,"Gratangen",2018,0.0208333333333333,0.0208333333333333,1.25,0.979166666666667
"321",1919,"Gratangen",2019,0,0,1.83333333333333,1
"322",1920,"Lavangen",2012,0,0,1.27586206896552,1
"323",1920,"Lavangen",2013,0.04,0.03,1.7,0.97
"324",1920,"Lavangen",2014,0,0,1,1
"325",1920,"Lavangen",2015,0,0,1,1
"326",1920,"Lavangen",2016,0.1,0.05,1.44,0.95
"327",1920,"Lavangen",2017,0.0392156862745098,0.0392156862745098,0.96078431372549,0.96078431372549
"328",1920,"Lavangen",2018,0,0,1,1
"329",1920,"Lavangen",2019,0,0,1,1
"330",1923,"Salangen",2012,0,0,1.07692307692308,1
"331",1923,"Salangen",2013,0,0,1.08,1
"332",1923,"Salangen",2014,0,0,1,1
"333",1923,"Salangen",2015,0,0,1,1
"334",1923,"Salangen",2016,0,0,1,1
"335",1923,"Salangen",2017,0,0,1.51428571428571,1
"336",1923,"Salangen",2018,0.0217391304347826,0.0108695652173913,1.76086956521739,0.989130434782609
"337",1925,"Sorreisa",2012,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333
"338",1925,"Sorreisa",2013,0,0,1,1
"339",1925,"Sorreisa",2014,0.0697674418604651,0.0697674418604651,0.930232558139535,0.930232558139535
"340",1926,"Dyroy",2012,0.260869565217391,0.117753623188406,2.19565217391304,0.882246376811594
"341",1926,"Dyroy",2013,0.0238095238095238,0.0119047619047619,2,0.988095238095238
"342",1926,"Dyroy",2014,0.0961538461538462,0.032051282051282,2.61538461538462,0.967948717948718
"343",1926,"Dyroy",2015,0.0188679245283019,0.00943396226415094,2.52830188679245,0.990566037735849
"344",1926,"Dyroy",2016,0.346153846153846,0.0759615384615385,3.63461538461538,0.924038461538462
"345",1926,"Dyroy",2017,0.0576923076923077,0.0192307692307692,2.19230769230769,0.980769230769231
"346",1926,"Dyroy",2018,0.0576923076923077,0.0115384615384615,3.53846153846154,0.988461538461539
"347",1926,"Dyroy",2019,0.230769230769231,0.0769230769230769,2.46153846153846,0.923076923076923
"348",1927,"Tranoy",2012,0.230769230769231,0.0554487179487179,3.23076923076923,0.944551282051282
"349",1927,"Tranoy",2013,0.0769230769230769,0.0173076923076923,3.92307692307692,0.982692307692308
"350",1927,"Tranoy",2014,0.0384615384615385,0.016025641025641,3.36538461538462,0.983974358974359
"351",1927,"Tranoy",2015,0.0188679245283019,0.00471698113207547,3.13207547169811,0.995283018867924
"352",1927,"Tranoy",2016,0.134615384615385,0.0480769230769231,3.34615384615385,0.951923076923077
"353",1927,"Tranoy",2017,0.0192307692307692,0.00641025641025641,2.59615384615385,0.993589743589744
"354",1927,"Tranoy",2018,0.0384615384615385,0.00769230769230769,4.44230769230769,0.992307692307692
"355",1927,"Tranoy",2019,0,0,4.16666666666667,1
"356",1928,"Torsken",2012,0.0952380952380952,0.0285714285714286,2.33333333333333,0.971428571428571
"357",1928,"Torsken",2013,0.615384615384615,0.119871794871795,3.59615384615385,0.880128205128205
"358",1928,"Torsken",2014,0.431372549019608,0.0697945845004669,4.68627450980392,0.930205415499533
"359",1928,"Torsken",2015,0.0784313725490196,0.0284313725490196,2.05882352941176,0.97156862745098
"360",1928,"Torsken",2016,0.0576923076923077,0.0115384615384615,4.21153846153846,0.988461538461539
"361",1928,"Torsken",2017,0.384615384615385,0.113141025641026,3.23076923076923,0.886858974358974
"362",1928,"Torsken",2018,0,0,1.95555555555556,1
"363",1928,"Torsken",2019,0,0,2.58333333333333,1
"364",1929,"Berg",2012,0,0,1.54166666666667,1
"365",1929,"Berg",2013,0.176470588235294,0.0686274509803921,1.84313725490196,0.931372549019608
"366",1929,"Berg",2014,0,0,1.62790697674419,1
"367",1929,"Berg",2015,0.0192307692307692,0.00480769230769231,3.07692307692308,0.995192307692308
"368",1929,"Berg",2016,0.122448979591837,0.0340136054421769,2.38775510204082,0.965986394557823
"369",1929,"Berg",2017,0.192307692307692,0.0560897435897436,3.23076923076923,0.943910256410256
"370",1929,"Berg",2018,0,0,2.69767441860465,1
"371",1929,"Berg",2019,0,0,1.75,1
"372",1931,"Lenvik",2012,0.189189189189189,0.0675675675675676,1.59459459459459,0.932432432432432
"373",1931,"Lenvik",2013,0.288461538461538,0.104166666666667,2.51923076923077,0.895833333333333
"374",1931,"Lenvik",2014,0.313725490196078,0.106209150326797,3.31372549019608,0.893790849673203
"375",1931,"Lenvik",2015,0.0754716981132075,0.0157232704402516,4.47169811320755,0.984276729559748
"376",1931,"Lenvik",2016,0,0,4.30769230769231,1
"377",1931,"Lenvik",2017,0.0961538461538462,0.0166666666666667,4.80769230769231,0.983333333333333
"378",1931,"Lenvik",2018,0.0384615384615385,0.00769230769230769,5.05769230769231,0.992307692307692
"379",1931,"Lenvik",2019,0.0833333333333333,0.0277777777777778,3.08333333333333,0.972222222222222
"380",1936,"Karlsoy",2012,0,0,1.94871794871795,1
"381",1936,"Karlsoy",2013,0,0,2.35416666666667,1
"382",1936,"Karlsoy",2014,0.0196078431372549,0.00490196078431373,3.45098039215686,0.995098039215686
"383",1936,"Karlsoy",2015,0,0,3.65384615384615,1
"384",1936,"Karlsoy",2016,0.0392156862745098,0.00980392156862745,2.92156862745098,0.990196078431373
"385",1936,"Karlsoy",2017,0.0196078431372549,0.00326797385620915,4.7843137254902,0.996732026143791
"386",1936,"Karlsoy",2018,0,0,4.76923076923077,1
"387",1936,"Karlsoy",2019,0,0,2.75,1
"388",1938,"Lyngen",2012,0,0,1,1
"389",1938,"Lyngen",2013,0,0,1,1
"390",1938,"Lyngen",2014,0,0,1.17391304347826,1
"391",1938,"Lyngen",2015,0,0,1,1
"392",1938,"Lyngen",2016,0,0,1,1
"393",1938,"Lyngen",2017,0,0,1,1
"394",1938,"Lyngen",2018,0,0,1,1
"395",1940,"Kafjord",2012,0,0,1,1
"396",1940,"Kafjord",2013,0,0,1,1
"397",1940,"Kafjord",2014,0,0,1,1
"398",1940,"Kafjord",2015,0,0,1,1
"399",1940,"Kafjord",2016,0,0,1,1
"400",1940,"Kafjord",2017,0,0,1,1
"401",1940,"Kafjord",2018,0,0,1,1
"402",1941,"Skjervoy",2012,0.142857142857143,0.0476190476190476,2.57142857142857,0.952380952380952
"403",1941,"Skjervoy",2013,0.0638297872340425,0.0156028368794326,3.65957446808511,0.984397163120567
"404",1941,"Skjervoy",2014,0.02,0.005,2.98,0.995
"405",1941,"Skjervoy",2015,0,0,3.01960784313725,1
"406",1941,"Skjervoy",2016,0.0192307692307692,0.00480769230769231,4.57692307692308,0.995192307692308
"407",1941,"Skjervoy",2017,0.0961538461538462,0.0205128205128205,4.40384615384615,0.979487179487179
"408",1941,"Skjervoy",2018,0.0961538461538462,0.0179487179487179,4.92307692307692,0.982051282051282
"409",1941,"Skjervoy",2019,0,0,4.15384615384615,1
"410",1942,"Nordreisa",2012,0,0,1.59459459459459,1
"411",1942,"Nordreisa",2013,0.195121951219512,0.0975609756097561,1.97560975609756,0.902439024390244
"412",1942,"Nordreisa",2014,0,0,1.81818181818182,1
"413",1942,"Nordreisa",2015,0,0,2.32075471698113,1
"414",1942,"Nordreisa",2016,0,0,1.33333333333333,1
"415",1942,"Nordreisa",2017,0,0,2.88571428571429,1
"416",1942,"Nordreisa",2018,0,0,2.48076923076923,1
"417",1942,"Nordreisa",2019,0,0,1.5,1
"418",1943,"Kvaenangen",2012,0.179487179487179,0.0576923076923077,3.23076923076923,0.942307692307692
"419",1943,"Kvaenangen",2013,0.0227272727272727,0.00757575757575758,2.47727272727273,0.992424242424242
"420",1943,"Kvaenangen",2014,0,0,2.36538461538462,1
"421",1943,"Kvaenangen",2015,0,0,3.3125,1
"422",1943,"Kvaenangen",2016,0,0,3.20833333333333,1
"423",1943,"Kvaenangen",2017,0,0,3.45098039215686,1
"424",1943,"Kvaenangen",2018,0.0196078431372549,0.00490196078431373,3.09803921568627,0.995098039215686
"425",1943,"Kvaenangen",2019,0,0,4.22222222222222,1
"426",2004,"Hammerfest",2012,0.333333333333333,0.133333333333333,2.54166666666667,0.866666666666667
"427",2004,"Hammerfest",2013,0.269230769230769,0.0493589743589744,4.92307692307692,0.950641025641026
"428",2004,"Hammerfest",2014,0,0,4.01923076923077,1
"429",2004,"Hammerfest",2015,0.150943396226415,0.0311320754716981,4.28301886792453,0.968867924528302
"430",2004,"Hammerfest",2016,0.173076923076923,0.0336538461538462,4.40384615384615,0.966346153846154
"431",2004,"Hammerfest",2017,0.0192307692307692,0.00641025641025641,3.88461538461538,0.993589743589744
"432",2004,"Hammerfest",2018,0.0384615384615385,0.00641025641025641,4.84615384615385,0.993589743589744
"433",2004,"Hammerfest",2019,0,0,4.23076923076923,1
"434",2012,"Alta",2012,0.102040816326531,0.0178814382896016,5.48979591836735,0.982118561710398
"435",2012,"Alta",2013,0.134615384615385,0.0175844988344988,6.65384615384615,0.982415501165501
"436",2012,"Alta",2014,0.0961538461538462,0.00876666068973761,10.0961538461538,0.991233339310262
"437",2012,"Alta",2015,0.471698113207547,0.0363912816743005,10.7735849056604,0.963608718325699
"438",2012,"Alta",2016,0.0769230769230769,0.00674104207758054,12.5384615384615,0.993258957922419
"439",2012,"Alta",2017,0.0769230769230769,0.006578357539896,10.9038461538462,0.993421642460104
"440",2012,"Alta",2018,0.192307692307692,0.0176129426129426,10.7307692307692,0.982387057387057
"441",2012,"Alta",2019,0.0769230769230769,0.00549450549450549,10,0.994505494505495
"442",2014,"Loppa",2012,0.113636363636364,0.0261363636363636,3.88636363636364,0.973863636363636
"443",2014,"Loppa",2013,0.173076923076923,0.0497252747252747,4.75,0.950274725274725
"444",2014,"Loppa",2014,0.0192307692307692,0.00961538461538462,4.84615384615385,0.990384615384615
"445",2014,"Loppa",2015,0.207547169811321,0.0462264150943396,4.09433962264151,0.95377358490566
"446",2014,"Loppa",2016,0.0238095238095238,0.00793650793650794,2.97619047619048,0.992063492063492
"447",2014,"Loppa",2017,0,0,5.73076923076923,1
"448",2014,"Loppa",2018,0,0,5.02127659574468,1
"449",2014,"Loppa",2019,0,0,5.92307692307692,1
"450",2015,"Hasvik",2014,0,0,1.42857142857143,1
"451",2015,"Hasvik",2015,0,0,1.96,1
"452",2015,"Hasvik",2016,0,0,1.79411764705882,1
"453",2015,"Hasvik",2017,0,0,1.82352941176471,1
"454",2015,"Hasvik",2018,0.0612244897959184,0.0204081632653061,2.12244897959184,0.979591836734694
"455",2015,"Hasvik",2019,0,0,1,1
"456",2017,"Kvalsund",2012,0.0277777777777778,0.0138888888888889,2.08333333333333,0.986111111111111
"457",2017,"Kvalsund",2013,0,0,2.47916666666667,1
"458",2017,"Kvalsund",2014,0,0,2.92307692307692,1
"459",2017,"Kvalsund",2015,0,0,2.80952380952381,1
"460",2017,"Kvalsund",2016,0,0,3.76923076923077,1
"461",2017,"Kvalsund",2017,0.0192307692307692,0.00320512820512821,5.19230769230769,0.996794871794872
"462",2017,"Kvalsund",2018,0.0961538461538462,0.0173076923076923,4.94230769230769,0.982692307692308
"463",2017,"Kvalsund",2019,0.153846153846154,0.0256410256410256,4.76923076923077,0.974358974358974
"464",2018,"Masoy",2012,0,0,1.81578947368421,1
"465",2018,"Masoy",2013,0,0,1.80392156862745,1
"466",2018,"Masoy",2014,0,0,2.55769230769231,1
"467",2018,"Masoy",2015,0.0188679245283019,0.00471698113207547,2.43396226415094,0.995283018867924
"468",2018,"Masoy",2016,0,0,2.05769230769231,1
"469",2018,"Masoy",2017,0.0576923076923077,0.0192307692307692,3.23076923076923,0.980769230769231
"470",2018,"Masoy",2018,0,0,3.55769230769231,1
"471",2018,"Masoy",2019,0,0,3.07692307692308,1
"472",2019,"Nordkapp",2012,0,0,2.76470588235294,1
"473",2019,"Nordkapp",2013,0,0,2.47727272727273,1
"474",2019,"Nordkapp",2014,0.0222222222222222,0.00740740740740741,2.13333333333333,0.992592592592593
"475",2019,"Nordkapp",2015,0,0,1.71739130434783,1
"476",2019,"Nordkapp",2016,0,0,2.52173913043478,1
"477",2019,"Nordkapp",2017,0.0961538461538462,0.0288461538461538,3.15384615384615,0.971153846153846
"478",2019,"Nordkapp",2018,0.0196078431372549,0.0065359477124183,2.7843137254902,0.993464052287582
"479",2019,"Nordkapp",2019,0,0,3.53846153846154,1
"480",2022,"Lebesby",2012,0,0,1.84210526315789,1
"481",2022,"Lebesby",2013,0.146341463414634,0.0528455284552845,1.82926829268293,0.947154471544715
"482",2022,"Lebesby",2014,0.18,0.043,2.94,0.957
"483",2022,"Lebesby",2015,0,0,2.72549019607843,1
"484",2022,"Lebesby",2016,0,0,2.9,1
"485",2022,"Lebesby",2017,0,0,2.51020408163265,1
"486",2022,"Lebesby",2018,0,0,1.775,1
"487",2022,"Lebesby",2019,0,0,1.8,1
"488",2027,"Nesseby",2012,0,0,1.82142857142857,1
"489",2027,"Nesseby",2013,0,0,1.16,1
"490",2027,"Nesseby",2014,0,0,1,1
"491",2027,"Nesseby",2015,0,0,1.525,1
"492",2027,"Nesseby",2016,0.0212765957446809,0.0106382978723404,1.48936170212766,0.98936170212766
"493",2027,"Nesseby",2017,0,0,2.38636363636364,1
"494",2027,"Nesseby",2018,0,0,1.68888888888889,1
"495",2027,"Nesseby",2019,0,0,1.55555555555556,1
"496",2028,"Batsfjord",2016,0,0,1,1
"497",2028,"Batsfjord",2017,0,0,1,1
"498",2028,"Batsfjord",2018,0,0,1,1
"499",2030,"Sor-Varanger",2012,0,0,1.45833333333333,1
"500",2030,"Sor-Varanger",2013,0.136363636363636,0.0492424242424242,1.84090909090909,0.950757575757576
"501",2030,"Sor-Varanger",2014,0,0,1.7027027027027,1
"502",2030,"Sor-Varanger",2015,0,0,1,1
"503",2030,"Sor-Varanger",2016,0,0,1,1
"504",2030,"Sor-Varanger",2017,0,0,1,1
"505",2030,"Sor-Varanger",2018,0,0,1,1
"506",2030,"Sor-Varanger",2019,0,0,1,1
