"year","municip_name","municip_number","county","efcr","prr_index","prr_score"
2005,"Alstahaug","1820","Nordland",1.46120363696374,0.325074471472718,0.820895129981612
2005,"Alta","2012","Finnmark",1.2,0.395833333333333,0.999579124579124
2005,"Andoy","1871","Nordland",1.23884065114008,0.383423000821668,0.968239901064817
2005,"Ballangen","1854","Nordland",1.84470200050621,0.257494164298436,0.650237788632415
2005,"Balsfjord","1933","Troms",1.271004600228,0.373720126516294,0.943737693222965
2005,"Berg","1929","Troms",1.35336665466264,0.350976580044678,0.886304495062319
2005,"Bindal","1811","Nordland",1.46549340772086,0.324122918259129,0.818492217826084
2005,"Bo","1867","Nordland",1.23715295315297,0.383946058399189,0.969560753533306
2005,"Bodo","1804","Nordland",1.40184873723768,0.338838269338517,0.855652195299286
2005,"Bronnoy","1813","Nordland",1.79092736335327,0.265225720327722,0.669761920019501
2005,"Donna","1827","Nordland",1.61865372145227,0.293453747212731,0.741044816193765
2005,"Dyroy","1926","Troms",1.2,0.395833333333333,0.999579124579124
2005,"Evenes","1853","Nordland",1.2,0.395833333333333,0.999579124579124
2005,"Fauske","1841","Nordland",1.47484367149822,0.322068032822402,0.813303113187884
2005,"Flakstad","1859","Nordland",1.65383045885064,0.287212027966947,0.725282898906432
2005,"Gamvik","2023","Finnmark",1.2,0.395833333333333,0.999579124579124
2005,"Gildeskal","1838","Nordland",1.55887608547862,0.304706707880609,0.76946138353689
2005,"Gratangen","1919","Troms",1.2,0.395833333333333,0.999579124579124
2005,"Hadsel","1866","Nordland",1.38574318568964,0.342776356330128,0.865596859419516
2005,"Hamaroy","1849","Nordland",1.33189496007698,0.356634730393863,0.900592753519856
2005,"Hammerfest","2004","Finnmark",1.2,0.395833333333333,0.999579124579124
2005,"Harstad","1903","Troms",1.23196767061222,0.385562065735015,0.973641580138925
2005,"Hasvik","2015","Finnmark",1.4232575683046,0.333741418684901,0.842781360315406
2005,"Hemnes","1832","Nordland",1.2,0.395833333333333,0.999579124579124
2005,"Heroy","1818","Nordland",1.43419953099982,0.331195199644825,0.836351514254609
2005,"Ibestad","1917","Troms",1.2,0.395833333333333,0.999579124579124
2005,"Kafjord","1940","Troms",1.67070768343672,0.284310657519036,0.717956205856151
2005,"Karlsoy","1936","Troms",1.31893733098902,0.360138415101055,0.909440442174382
2005,"Kvaefjord","1911","Troms",1.36629612316225,0.347655235162805,0.877917260512134
2005,"Kvaenangen","1943","Troms",1.2,0.395833333333333,0.999579124579124
2005,"Kvalsund","2017","Finnmark",1.2,0.395833333333333,0.999579124579124
2005,"Lavangen","1920","Troms",1.2,0.395833333333333,0.999579124579124
2005,"Lebesby","2022","Finnmark",1.2,0.395833333333333,0.999579124579124
2005,"Leirfjord","1822","Nordland",1.2,0.395833333333333,0.999579124579124
2005,"Lenvik","1931","Troms",1.37029355785673,0.346641051675777,0.875356191100448
2005,"Lodingen","1851","Nordland",1.58537558745321,0.299613545054679,0.756599861249189
2005,"Loppa","2014","Finnmark",1.2,0.395833333333333,0.999579124579124
2005,"Luroy","1834","Nordland",1.54893365379527,0.306662586119252,0.774400469998111
2005,"Lyngen","1938","Troms",1.2,0.395833333333333,0.999579124579124
2005,"Malselv","1924","Troms",1.2,0.395833333333333,0.999579124579124
2005,"Masoy","2018","Finnmark",1.2,0.395833333333333,0.999579124579124
2005,"Meloy","1837","Nordland",1.54726246336496,0.306993810841232,0.775236896063717
2005,"Moskenes","1874","Nordland",1.67158280445951,0.284161812823617,0.717580335413174
2005,"Narvik","1805","Nordland",1.2,0.395833333333333,0.999579124579124
2005,"Nesna","1828","Nordland",1.47503664797917,0.322025897221441,0.813196710155154
2005,"Nesseby","2027","Finnmark",1.2,0.395833333333333,0.999579124579124
2005,"Nordkapp","2019","Finnmark",1.2,0.395833333333333,0.999579124579124
2005,"Nordreisa","1942","Troms",1.2,0.395833333333333,0.999579124579124
2005,"Oksnes","1868","Nordland",1.21807738874816,0.389958802607907,0.984744451030068
2005,"Rana","1833","Nordland",1.2,0.395833333333333,0.999579124579124
2005,"Rodoy","1836","Nordland",1.61211750405614,0.294643534857035,0.744049330447057
2005,"Salangen","1923","Troms",1.2,0.395833333333333,0.999579124579124
2005,"Saltdal","1840","Nordland",1.47484367149822,0.322068032822402,0.813303113187884
2005,"Skanland","1913","Troms",1.2,0.395833333333333,0.999579124579124
2005,"Skjervoy","1941","Troms",1.2,0.395833333333333,0.999579124579124
2005,"Somna","1812","Nordland",1.79860057431533,0.264094211234652,0.666904573824878
2005,"Sor-Varanger","2030","Finnmark",1.2,0.395833333333333,0.999579124579124
2005,"Sorfold","1845","Nordland",1.23650838585328,0.384146201865193,0.970066166326245
2005,"Sorreisa","1925","Troms",1.33407098015413,0.356053018966892,0.899123785269929
2005,"Sortland","1870","Nordland",1.23715295315297,0.383946058399189,0.969560753533306
2005,"Steigen","1848","Nordland",1.22719466569873,0.38706165637507,0.977428425189572
2005,"Storfjord","1939","Troms",1.9133142408754,0.248260317020727,0.626919992476584
2005,"Tjeldsund","1852","Nordland",1.45175519723096,0.327190149486636,0.826237751228879
2005,"Torsken","1928","Troms",1.374903180319,0.345478872112139,0.872421394222572
2005,"Traena","1835","Nordland",1.63215103277916,0.291026988593813,0.734916637863163
2005,"Tranoy","1927","Troms",1.30876069047834,0.362938773647299,0.916512054664895
2005,"Tromso","1902","Troms",1.29429633555338,0.366994780833489,0.926754497054264
2005,"Tysfjord","1850","Nordland",1.37150590971073,0.346334635991604,0.874582414120212
2005,"Vagan","1865","Nordland",1.462055476134,0.324885072935813,0.820416850848012
2005,"Vefsn","1824","Nordland",1.39020975575581,0.341675058769646,0.862815804973853
2005,"Vega","1815","Nordland",2.09682229518589,0.226533264688455,0.572053698708221
2005,"Vestvagoy","1860","Nordland",1.5992320902362,0.297017551673719,0.750044322408381
2005,"Vevelstad","1816","Nordland",1.66886123516446,0.284625222272114,0.718750561293218
2006,"Alstahaug","1820","Nordland",1.60012435593885,0.296851927937375,0.749626080649938
2006,"Alta","2012","Finnmark",1.26818534832602,0.374550928716367,0.945835678576683
2006,"Andoy","1871","Nordland",1.40289380898713,0.338585855149609,0.855014785731335
2006,"Ballangen","1854","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Balsfjord","1933","Troms",1.2,0.395833333333333,0.999579124579124
2006,"Berg","1929","Troms",1.20283833160101,0.394899287394476,0.997220422713324
2006,"Bindal","1811","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Bo","1867","Nordland",1.34584429406501,0.352938302071558,0.891258338564541
2006,"Bodo","1804","Nordland",1.24784437849883,0.380656440966967,0.961253638805471
2006,"Bronnoy","1813","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Donna","1827","Nordland",1.34372763855375,0.353494254617879,0.892662259136057
2006,"Dyroy","1926","Troms",1.22435303666128,0.387959996648752,0.979696961234222
2006,"Evenes","1853","Nordland",1.31949294336084,0.359986767939919,0.909057494797775
2006,"Fauske","1841","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Flakstad","1859","Nordland",1.77666396856333,0.267355002636824,0.675138895547535
2006,"Gildeskal","1838","Nordland",1.38778337311252,0.34227243905846,0.864324341056718
2006,"Gratangen","1919","Troms",1.31343594602949,0.361646870893035,0.913249673972311
2006,"Hadsel","1866","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Hamaroy","1849","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Hammerfest","2004","Finnmark",1.25883689980119,0.377332440822966,0.952859699047893
2006,"Harstad","1903","Troms",1.42865576136825,0.332480372700198,0.839596900758076
2006,"Hasvik","2015","Finnmark",1.2,0.395833333333333,0.999579124579124
2006,"Hemnes","1832","Nordland",1.40226664682704,0.33873728728755,0.855397190120076
2006,"Heroy","1818","Nordland",1.99577104700037,0.238003252283833,0.601018313848063
2006,"Ibestad","1917","Troms",1.36999591433482,0.346716362457642,0.87554636984253
2006,"Kafjord","1940","Troms",1.28716315651094,0.369028586311904,0.931890369474506
2006,"Karlsoy","1936","Troms",1.33317041967058,0.356293533813456,0.899731145993577
2006,"Kvaefjord","1911","Troms",1.56835177726013,0.30286572622745,0.764812439968308
2006,"Kvaenangen","1943","Troms",1.30614166281772,0.363666525249098,0.918349811235096
2006,"Kvalsund","2017","Finnmark",1.25883689980119,0.377332440822966,0.952859699047893
2006,"Lavangen","1920","Troms",1.28316070229393,0.370179665844529,0.934797135971033
2006,"Leirfjord","1822","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Lenvik","1931","Troms",1.38510156226929,0.342935141320452,0.865997831617304
2006,"Lodingen","1851","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Loppa","2014","Finnmark",1.29948648965402,0.365529002249546,0.923053035983703
2006,"Luroy","1834","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Lyngen","1938","Troms",1.47357959241679,0.322344312071369,0.814000788059012
2006,"Malselv","1924","Troms",1.2,0.395833333333333,0.999579124579124
2006,"Masoy","2018","Finnmark",1.2,0.395833333333333,0.999579124579124
2006,"Meloy","1837","Nordland",1.312513531145,0.361901030906419,0.913891492187928
2006,"Moskenes","1874","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Narvik","1805","Nordland",1.31949294336084,0.359986767939919,0.909057494797775
2006,"Nesna","1828","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Nesseby","2027","Finnmark",1.2,0.395833333333333,0.999579124579124
2006,"Nordkapp","2019","Finnmark",1.2,0.395833333333333,0.999579124579124
2006,"Nordreisa","1942","Troms",1.3025881310209,0.364658627457107,0.920855119841181
2006,"Oksnes","1868","Nordland",1.35950900001127,0.349390846251155,0.882300116795845
2006,"Rana","1833","Nordland",1.21813273898715,0.38994108342819,0.984699705626743
2006,"Rodoy","1836","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Salangen","1923","Troms",1.27999959036083,0.371093868761394,0.93710572919544
2006,"Saltdal","1840","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Skanland","1913","Troms",1.42842072180101,0.332535080701645,0.839735052276881
2006,"Skjervoy","1941","Troms",1.30614166281772,0.363666525249098,0.918349811235096
2006,"Somna","1812","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Sor-Varanger","2030","Finnmark",1.2,0.395833333333333,0.999579124579124
2006,"Sorfold","1845","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Sorreisa","1925","Troms",1.2,0.395833333333333,0.999579124579124
2006,"Sortland","1870","Nordland",1.34584429406501,0.352938302071558,0.891258338564541
2006,"Steigen","1848","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Storfjord","1939","Troms",1.27039243153726,0.373900212413277,0.944192455589084
2006,"Tjeldsund","1852","Nordland",1.23185587693793,0.38559705635429,0.973729940288612
2006,"Torsken","1928","Troms",1.29662998809097,0.366334269886311,0.925086540116947
2006,"Traena","1835","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Tranoy","1927","Troms",1.2,0.395833333333333,0.999579124579124
2006,"Tromso","1902","Troms",1.22183077815358,0.38876087302189,0.981719376317905
2006,"Tysfjord","1850","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Vagan","1865","Nordland",1.31949780190253,0.359985442427503,0.9090541475442
2006,"Vefsn","1824","Nordland",1.2,0.395833333333333,0.999579124579124
2006,"Vega","1815","Nordland",1.56636963412545,0.303248983925309,0.765780262437648
2006,"Vestvagoy","1860","Nordland",1.32183925660464,0.359347778201197,0.907443884346456
2006,"Vevelstad","1816","Nordland",1.2,0.395833333333333,0.999579124579124
2007,"Alstahaug","1820","Nordland",1.26067487796205,0.376782315808391,0.951470494465633
2007,"Alta","2012","Finnmark",1.29316766335616,0.367315092589951,0.927563365126139
2007,"Andoy","1871","Nordland",1.32246660292247,0.359177312266575,0.907013414814582
2007,"Ballangen","1854","Nordland",1.2,0.395833333333333,0.999579124579124
2007,"Balsfjord","1933","Troms",1.2,0.395833333333333,0.999579124579124
2007,"Berg","1929","Troms",1.2741149336126,0.372807811500329,0.941433867425074
2007,"Bindal","1811","Nordland",1.44958816156737,0.327679276496301,0.827472920445205
2007,"Bo","1867","Nordland",1.28629773670065,0.369276868369819,0.932517344368229
2007,"Bodo","1804","Nordland",1.30414234999432,0.364224043488863,0.919757685577938
2007,"Bronnoy","1813","Nordland",1.30902799508349,0.362864661247909,0.916324902141184
2007,"Donna","1827","Nordland",1.23625439998012,0.384225123896536,0.970265464385193
2007,"Dyroy","1926","Troms",1.2,0.395833333333333,0.999579124579124
2007,"Evenes","1853","Nordland",1.23730101598279,0.383900113120579,0.969444730102472
2007,"Fauske","1841","Nordland",1.48535541989357,0.319788781619712,0.807547428332605
2007,"Flakstad","1859","Nordland",2.12672843973722,0.223347744415686,0.564009455595167
2007,"Gildeskal","1838","Nordland",1.42957103204447,0.332267504973635,0.839059355994029
2007,"Gratangen","1919","Troms",1.2,0.395833333333333,0.999579124579124
2007,"Hadsel","1866","Nordland",1.23288189472317,0.38527615827034,0.972919591591767
2007,"Hamaroy","1849","Nordland",1.2,0.395833333333333,0.999579124579124
2007,"Hammerfest","2004","Finnmark",1.23806224880013,0.383664068959656,0.96884865898903
2007,"Harstad","1903","Troms",1.57684684183489,0.301234075116179,0.76069210887924
2007,"Hasvik","2015","Finnmark",1.2,0.395833333333333,0.999579124579124
2007,"Hemnes","1832","Nordland",1.2275422245603,0.38695206608485,0.977151682032449
2007,"Heroy","1818","Nordland",1.23738203654417,0.383874976338437,0.96938125337989
2007,"Ibestad","1917","Troms",1.2646267485905,0.375604897278517,0.948497215349791
2007,"Kafjord","1940","Troms",1.2,0.395833333333333,0.999579124579124
2007,"Karlsoy","1936","Troms",1.23810202113486,0.383651744275975,0.968817536050443
2007,"Kvaefjord","1911","Troms",1.97407403847504,0.240619141299753,0.607624094191295
2007,"Kvaenangen","1943","Troms",1.2,0.395833333333333,0.999579124579124
2007,"Kvalsund","2017","Finnmark",1.23806224880013,0.383664068959656,0.96884865898903
2007,"Lavangen","1920","Troms",1.2,0.395833333333333,0.999579124579124
2007,"Leirfjord","1822","Nordland",1.25207775658456,0.379369410168035,0.958003561030391
2007,"Lenvik","1931","Troms",1.23915337122947,0.383326237920583,0.967995550304503
2007,"Lodingen","1851","Nordland",1.25973846179297,0.377062393827319,0.952177762190199
2007,"Loppa","2014","Finnmark",1.36753498201701,0.347340292019011,0.877121949542957
2007,"Luroy","1834","Nordland",1.2,0.395833333333333,0.999579124579124
2007,"Lyngen","1938","Troms",1.23278849843381,0.38530534686482,0.972993300163687
2007,"Malselv","1924","Troms",1.2,0.395833333333333,0.999579124579124
2007,"Masoy","2018","Finnmark",1.2,0.395833333333333,0.999579124579124
2007,"Meloy","1837","Nordland",1.24567402875411,0.381319662315735,0.962928440191249
2007,"Moskenes","1874","Nordland",1.2,0.395833333333333,0.999579124579124
2007,"Narvik","1805","Nordland",1.23730101598279,0.383900113120579,0.969444730102472
2007,"Nesna","1828","Nordland",1.22427694700084,0.387984108631325,0.979757850079103
2007,"Nesseby","2027","Finnmark",1.24919944868877,0.3802435235611,0.960210918083586
2007,"Nordkapp","2019","Finnmark",1.2,0.395833333333333,0.999579124579124
2007,"Nordreisa","1942","Troms",1.2,0.395833333333333,0.999579124579124
2007,"Oksnes","1868","Nordland",1.34575892820711,0.352960690093894,0.891314873974479
2007,"Rana","1833","Nordland",1.2,0.395833333333333,0.999579124579124
2007,"Rodoy","1836","Nordland",1.2,0.395833333333333,0.999579124579124
2007,"Salangen","1923","Troms",1.2,0.395833333333333,0.999579124579124
2007,"Saltdal","1840","Nordland",1.48535541989357,0.319788781619712,0.807547428332605
2007,"Skanland","1913","Troms",1.5248175109295,0.311512686990622,0.786648199471267
2007,"Skjervoy","1941","Troms",1.2,0.395833333333333,0.999579124579124
2007,"Somna","1812","Nordland",1.42873016882617,0.332463057310712,0.839553175027052
2007,"Sor-Varanger","2030","Finnmark",1.24919944868877,0.3802435235611,0.960210918083586
2007,"Sorfold","1845","Nordland",1.26985810067258,0.374057542136729,0.944589752870527
2007,"Sorreisa","1925","Troms",1.2,0.395833333333333,0.999579124579124
2007,"Sortland","1870","Nordland",1.28629773670065,0.369276868369819,0.932517344368229
2007,"Steigen","1848","Nordland",1.22465885486992,0.387863116419024,0.979452314189455
2007,"Storfjord","1939","Troms",1.2,0.395833333333333,0.999579124579124
2007,"Tjeldsund","1852","Nordland",1.3230568315438,0.359017079746868,0.906608787239567
2007,"Torsken","1928","Troms",1.28012627536307,0.371057144237806,0.937012990499509
2007,"Traena","1835","Nordland",1.25442841585557,0.378658514105829,0.956208368954113
2007,"Tranoy","1927","Troms",1.2,0.395833333333333,0.999579124579124
2007,"Tromso","1902","Troms",1.2,0.395833333333333,0.999579124579124
2007,"Tysfjord","1850","Nordland",1.2,0.395833333333333,0.999579124579124
2007,"Vagan","1865","Nordland",1.39549279128813,0.340381550492671,0.859549369930987
2007,"Vefsn","1824","Nordland",1.29717940079143,0.366179111162415,0.924694725157615
2007,"Vega","1815","Nordland",1.29306081180484,0.367345445522397,0.927640013945446
2007,"Vestvagoy","1860","Nordland",1.55543662251049,0.305380491320402,0.771162856869701
2007,"Vevelstad","1816","Nordland",1.29924451186216,0.365597080197939,0.923224949994794
2008,"Alstahaug","1820","Nordland",1.2,0.395833333333333,0.999579124579124
2008,"Alta","2012","Finnmark",1.31847145960636,0.360265667139899,0.909761785706815
2008,"Andoy","1871","Nordland",1.28956002046649,0.368342684684169,0.930158294656993
2008,"Ballangen","1854","Nordland",1.2,0.395833333333333,0.999579124579124
2008,"Balsfjord","1933","Troms",1.42291482597475,0.333821808114625,0.842984363925821
2008,"Berg","1929","Troms",1.58917661364066,0.298896923049866,0.754790209721884
2008,"Bindal","1811","Nordland",1.2,0.395833333333333,0.999579124579124
2008,"Bo","1867","Nordland",1.2432193530762,0.382072559299104,0.964829695199757
2008,"Bodo","1804","Nordland",1.29870486564633,0.365748995452948,0.923608574376131
2008,"Bronnoy","1813","Nordland",1.27461908922498,0.372660353210949,0.941061498007446
2008,"Donna","1827","Nordland",1.22325546845206,0.388308094466217,0.98057599612681
2008,"Dyroy","1926","Troms",1.27713775675837,0.371925422677696,0.939205612822463
2008,"Evenes","1853","Nordland",1.23325502842874,0.385159589095848,0.972625224989515
2008,"Fauske","1841","Nordland",1.32432587689128,0.358673048898671,0.905740022471391
2008,"Flakstad","1859","Nordland",1.99165419730431,0.238495217012526,0.602260649021532
2008,"Gildeskal","1838","Nordland",1.2,0.395833333333333,0.999579124579124
2008,"Gratangen","1919","Troms",1.2,0.395833333333333,0.999579124579124
2008,"Hadsel","1866","Nordland",1.2,0.395833333333333,0.999579124579124
2008,"Hamaroy","1849","Nordland",1.25093355608407,0.37971641074762,0.958879825120252
2008,"Hammerfest","2004","Finnmark",1.29483946343128,0.366840842756881,0.926365764537578
2008,"Harstad","1903","Troms",1.47899807823847,0.321163365246383,0.811018599107029
2008,"Hasvik","2015","Finnmark",1.2,0.395833333333333,0.999579124579124
2008,"Hemnes","1832","Nordland",1.30920217518771,0.362816384667171,0.916202991583764
2008,"Heroy","1818","Nordland",1.2,0.395833333333333,0.999579124579124
2008,"Ibestad","1917","Troms",1.2,0.395833333333333,0.999579124579124
2008,"Kafjord","1940","Troms",1.24342265443079,0.382010089897747,0.96467194418623
2008,"Karlsoy","1936","Troms",1.54416094871971,0.307610421306037,0.776793993197064
2008,"Kvaefjord","1911","Troms",1.48313054765177,0.320268502831435,0.808758845533927
2008,"Kvaenangen","1943","Troms",1.2,0.395833333333333,0.999579124579124
2008,"Kvalsund","2017","Finnmark",1.29483946343128,0.366840842756881,0.926365764537578
2008,"Lavangen","1920","Troms",1.2,0.395833333333333,0.999579124579124
2008,"Leirfjord","1822","Nordland",1.2,0.395833333333333,0.999579124579124
2008,"Lenvik","1931","Troms",1.444637598378,0.328802185775393,0.83030854993786
2008,"Lodingen","1851","Nordland",1.22964393667556,0.386290686134882,0.975481530643641
2008,"Loppa","2014","Finnmark",1.41109370093645,0.336618326398009,0.850046278782851
2008,"Luroy","1834","Nordland",1.34462654813524,0.353257936680441,0.89206549666778
2008,"Lyngen","1938","Troms",1.54832726018378,0.306782688786103,0.774703759560866
2008,"Malselv","1924","Troms",1.24409646302628,0.381803191405717,0.96414947324676
2008,"Masoy","2018","Finnmark",1.54280425073501,0.307880925123006,0.777477083643955
2008,"Meloy","1837","Nordland",1.28109525777907,0.370776487630959,0.93630426169434
2008,"Moskenes","1874","Nordland",1.2,0.395833333333333,0.999579124579124
2008,"Narvik","1805","Nordland",1.23325502842874,0.385159589095848,0.972625224989515
