"","year","kommunenr","kommune","biomchange_salmon","biomchange_trout","feed_used_kg","uttak_laks_kg","uttak_regnb_kg","lost_final_kg","production_final","efcr","county"
"216",2008,1835,"Traena",1536937.751,0,1702700,0,0,0,1536937.751,1.10785228542415,"Nordland"
"217",2008,1836,"Rodoy",4159110.168,0,17302653,7358989.311,3789546.02,175194,15132451.499,1.14341374238955,"Nordland"
"218",2008,1837,"Meloy",347997.706,0,6406677,7468181.875,0,29934,7786245.581,0.822819795927523,"Nordland"
"219",2008,1838,"Gildeskal",0,1603587.719,13829634,3450763.125,5315620.41,203838,10166133.254,1.36036324278541,"Nordland"
"220",2008,1840,"Saltdal",0,0,4169200,4160815.875,0,5394,4155421.875,1.00331569824063,"Nordland"
"221",2008,1841,"Fauske",1409609.259,0,1326766,0,0,0,1409609.259,0.941229629082622,"Nordland"
"222",2008,1845,"Sorfold",0,0,11642144,13461206.625,0,296742,13164464.625,0.884361372196706,"Nordland"
"223",2008,1848,"Steigen",6231371.129,0,16507492,9441020.25,0,10776,15661615.379,1.05400953864147,"Nordland"
"224",2008,1849,"Hamaroy",0,0,1795462,5537533.5,0,11646,5525887.5,0.32491830497816,"Nordland"
"225",2008,1850,"Tysfjord",1563132.921,0,4702270,2304246.375,0,8826,3858553.296,1.21866140993171,"Nordland"
"226",2008,1851,"Lodingen",1246813.204,436298.3,11309462,6865697.625,0,708,8548101.129,1.32303792729264,"Nordland"
"227",2008,1854,"Ballangen",232677.342,0,1338536,806288.625,267354.925,0,1306320.892,1.02466094525265,"Nordland"
"228",2008,1859,"Flakstad",0,0,3667300,3906371.875,0,0,3906371.875,0.938799509455305,"Nordland"
"229",2008,1860,"Vestvagoy",0,0,4934450,5334599.75,0,5598,5329001.75,0.925961414818451,"Nordland"
"230",2008,1865,"Vagan",1368305.56,0,13981797,8655378,487885.425,25776,10485792.985,1.33340387512905,"Nordland"
"231",2008,1866,"Hadsel",0,723551.42,5495530,6716025.625,350134,599628,7190083.045,0.764320796520091,"Nordland"
"232",2008,1867,"Bo",1321319.231,0,7198597,3953356.875,0,18630,5256046.106,1.36958406658239,"Nordland"
"233",2008,1868,"Oksnes",1969429.465,256814.739,12166894,6700646.08,1012850.165,12546,9927194.449,1.225612539626,"Nordland"
"234",2008,1870,"Sortland",655483.168,0,2302037,1569475,0,5592,2219366.168,1.0372497486859,"Nordland"
"235",2009,2004,"Hammerfest",0,0,15294918,12759531.675,0,149652,12609879.675,1.21293132006036,"Finnmark"
"236",2009,2012,"Alta",9345178.312,0,16360587,6295742.5,0,28872,15612048.812,1.04794618547597,"Finnmark"
"237",2009,2014,"Loppa",1510953.548,0,14762235,9365279.934,0,30294,10845939.482,1.36108402822084,"Finnmark"
"238",2009,2017,"Kvalsund",1736701.066,0,1886000,377742.375,0,316872,1797571.441,1.04919334886118,"Finnmark"
"239",2009,2019,"Nordkapp",0,1834789.799,7145946,0,2985195.562,13338,4806647.361,1.48667989625794,"Finnmark"
"240",2009,2022,"Lebesby",328105.063,0,341332,0,0,0,328105.063,1.04031311458306,"Finnmark"
"241",2009,2027,"Nesseby",3084896.411,0,7282220,314878,2667569,1584,6065759.411,1.20054547280494,"Finnmark"
"242",2009,2030,"Sor-Varanger",2134844.918,0,6258162,2457449,887462,3582,5476173.918,1.1427982554443,"Finnmark"
"243",2009,1902,"Tromso",1974962.149,0,9547414,6078655.375,0,41958,8011659.524,1.19168993282845,"Troms"
"244",2009,1903,"Harstad",1730521.03,410908.8,10802234,7425670.5,0,0,9567100.33,1.12910219684087,"Troms"
"245",2009,1911,"Kvaefjord",1208749.89,455378.61,15762545,7527661.875,2540223.07,0,11732013.445,1.34354985816333,"Troms"
"246",2009,1913,"Skanland",2166153.65,0,2248663,0,0,0,2166153.65,1.03809025735547,"Troms"
"247",2009,1917,"Ibestad",0,0,7714524,9616307.625,0,0,9616307.625,0.802233487200863,"Troms"
"248",2009,1919,"Gratangen",1901241.985,0,1811595,0,0,0,1901241.985,0.952848198331787,"Troms"
"249",2009,1920,"Lavangen",0,0,5256949,7002552.375,0,1920,7000632.375,0.750924876268767,"Troms"
"250",2009,1923,"Salangen",1836135.826,0,1726212,0,0,0,1836135.826,0.940133063990441,"Troms"
"251",2009,1926,"Dyroy",0,0,4423919,8132235.75,0,0,8132235.75,0.543997879058044,"Troms"
"252",2009,1927,"Tranoy",8051312.829,0,14730275,4128699.375,0,0,12180012.204,1.20938097214406,"Troms"
"253",2009,1928,"Torsken",904856.375999999,0,8461468,7886088.25,931721.5,0,9722666.126,0.870282686903405,"Troms"
"254",2009,1929,"Berg",1743420.665,0,5125708,568000,38000,5426550,0,0,"Troms"
"255",2009,1931,"Lenvik",0,0,5794339,8380932.25,456863,1824,8835971.25,0.655767072578467,"Troms"
"256",2009,1936,"Karlsoy",0,0,7691306,7224540.75,0,82686,7141854.75,1.07693397152889,"Troms"
"257",2009,1938,"Lyngen",901441.023,0,5379085,3344668.875,0,16086,4230023.898,1.27164411589809,"Troms"
"258",2009,1940,"Kafjord",0,0,4811655,5319853.734,0,62418,5257435.734,0.91520947538795,"Troms"
"259",2009,1941,"Skjervoy",2951098.213,0,6236358,3681982.125,0,31206,6601874.338,0.944634459959938,"Troms"
"260",2009,1942,"Nordreisa",1440646.854,0,7031097,5119708.25,0,0,6560355.104,1.07175555111536,"Troms"
"261",2009,1943,"Kvaenangen",487303.522,0,7590092,5825327,243211,1938,6553903.522,1.15810249182365,"Troms"
"262",2009,1804,"Bodo",757501.949,0,344639,0,0,0,757501.949,0.454967806294053,"Nordland"
"263",2009,1811,"Bindal",504320.147,0,6486560,3921656.625,0,0,4425976.772,1.46556575737944,"Nordland"
"264",2009,1812,"Somna",154239.066,0,10336393,8697516.75,0,73584,8778171.816,1.17751090052257,"Nordland"
"265",2009,1813,"Bronnoy",614572.689999999,0,7230474,5027755.5,0,71778,5570550.19,1.29798202213128,"Nordland"
"266",2009,1815,"Vega",0,0,854000,1637602.875,0,2970,1634632.875,0.522441468699814,"Nordland"
"267",2009,1816,"Vevelstad",0,0,6282812,6012978.75,949863.34,7554,6955288.09,0.90331441612507,"Nordland"
"268",2009,1818,"Heroy",225595.445,0,5630120,5135969.349,0,39198,5322366.794,1.05782262251203,"Nordland"
"269",2009,1820,"Alstahaug",0,0,10947412,10592681.625,0,157248,10435433.625,1.04906153336776,"Nordland"
"270",2009,1824,"Vefsn",1481091.005,0,1350000,662663.25,0,1164,2142590.255,0.630078474803854,"Nordland"
"271",2009,1827,"Donna",226476.212,0,7831030,6385057.75,11150.24,42264,6580420.202,1.19005014263677,"Nordland"
"272",2009,1828,"Nesna",646355.191,0,1466500,845019.625,0,1062,1490312.816,0.984021598858746,"Nordland"
"273",2009,1833,"Rana",2657251.917,0,3569432,544059,0,720,3200590.917,1.11524155775138,"Nordland"
"274",2009,1834,"Luroy",7209034.955,0,15830238,7772576.154,0,53532,14928079.109,1.06043368905086,"Nordland"
"275",2009,1835,"Traena",0,0,1834000,3128981.625,0,7338,3121643.625,0.58751101032553,"Nordland"
"276",2009,1836,"Rodoy",0,0,10137821,11540121.423,0,85674,11454447.423,0.885055439657763,"Nordland"
"277",2009,1837,"Meloy",3089730.624,0,13328628,8636289.75,0,14094,11711926.374,1.13803891643214,"Nordland"
"278",2009,1838,"Gildeskal",0,0,8012410,3385320.625,8004157.335,165342,11224135.96,0.713855394175036,"Nordland"
"279",2009,1840,"Saltdal",0,0,1678200,2113438.578,0,3864,2109574.578,0.795515843574031,"Nordland"
"280",2009,1841,"Fauske",138263.526,0,3145000,2457498.042,0,113250,2482511.568,1.26686217318767,"Nordland"
"281",2009,1845,"Sorfold",7824396.135,0,13623828,5135415.75,0,82512,12877299.885,1.05797241049497,"Nordland"
"282",2009,1848,"Steigen",0,0,18790675,16401792.375,0,37032,16364760.375,1.14824015563992,"Nordland"
"283",2009,1849,"Hamaroy",697102.756,0,891525,0,0,0,697102.756,1.27890040933937,"Nordland"
"284",2009,1850,"Tysfjord",79026.9979999997,0,4964387,3774868.875,0,6336,3847559.873,1.29026894028011,"Nordland"
"285",2009,1851,"Lodingen",0,0,9094282,8412962.875,1264641.97,0,9677604.845,0.939724461337003,"Nordland"
"286",2009,1854,"Ballangen",35870.553,0,1404559,1115284,0,0,1151154.553,1.22013069082653,"Nordland"
"287",2009,1859,"Flakstad",2083533.187,0,2324050,727763.625,0,0,2811296.812,0.826682543828104,"Nordland"
"288",2009,1860,"Vestvagoy",558360.89,0,6505100,5762788,0,0,6321148.89,1.02910089814385,"Nordland"
"289",2009,1865,"Vagan",0,0,7576599,7886102.625,0,17442,7868660.625,0.962882930282687,"Nordland"
"290",2009,1866,"Hadsel",3899492.223,0,13537831,6362490.375,1633177.605,0,11895160.203,1.13809572708283,"Nordland"
"291",2009,1867,"Bo",164886.252,0,7835431,4708469,0,38820,4834535.252,1.62072062599162,"Nordland"
"292",2009,1868,"Oksnes",210103.745999999,0,12746870,9826133.625,1898928.775,25350,11909816.146,1.07028268478193,"Nordland"
"293",2009,1870,"Sortland",0,0,5295257,4154822,0,12576,4142246,1.27835406202336,"Nordland"
"294",2010,2004,"Hammerfest",1875544.636,0,12852972,8856949.821,0,33642,10698852.457,1.201341176697,"Finnmark"
"295",2010,2012,"Alta",6360657.23,0,29497416,16497056.799,0,121896,22735818.029,1.29739849089113,"Finnmark"
"296",2010,2014,"Loppa",0,0,9406850,10200118.404,0,44430,10155688.404,0.926264141414081,"Finnmark"
"297",2010,2017,"Kvalsund",0,0,3625320,3018140.913,0,84288,2933852.913,1.23568566915406,"Finnmark"
"298",2010,2019,"Nordkapp",188146.956,0,2900965,0,4909751.662,52698,5045200.618,0.574994974362385,"Finnmark"
"299",2010,2022,"Lebesby",1704504.262,0,2305411,0,0,0,1704504.262,1.35254047255647,"Finnmark"
"300",2010,2027,"Nesseby",0,0,5279910,5471313,1235365,270,6706408,0.787293287256009,"Finnmark"
"301",2010,2030,"Sor-Varanger",0,0,7449782,6040198,0,0,6040198,1.23336718432078,"Finnmark"
"302",2010,1902,"Tromso",1593276.278,0,12723576,8981922.813,0,42030,10533169.091,1.20795326554395,"Troms"
"303",2010,1903,"Harstad",1260870.77,0,15297121,9299029.5,1237474.61,0,11797374.88,1.2966546503437,"Troms"
"304",2010,1911,"Kvaefjord",0,0,8833742,7891706.25,2173661.2,0,10065367.45,0.877637308710473,"Troms"
"305",2010,1913,"Skanland",0,87164.52,6919361,5171533.875,0,0,5258698.395,1.31579346831888,"Troms"
"306",2010,1917,"Ibestad",6892790.707,0,7379674,586950.75,0,0,7479741.457,0.986621535306364,"Troms"
"307",2010,1919,"Gratangen",0,0,3899171,4634656.875,0,0,4634656.875,0.841307372943331,"Troms"
"308",2010,1920,"Lavangen",1092470.969,0,1502048,1085044.5,0,0,2177515.469,0.689799003214337,"Troms"
"309",2010,1923,"Salangen",0,0,2833205,3094740,0,0,3094740,0.915490477390669,"Troms"
"310",2010,1926,"Dyroy",3326642.925,448800.82,4671324,1102609.125,0,0,4878052.87,0.957620617178756,"Troms"
"311",2010,1927,"Tranoy",0,0,11170930,13380991.875,0,0,13380991.875,0.834835721025352,"Troms"
"312",2010,1928,"Torsken",2892478.242,0,11493670,8777629.75,0,637794,11032313.992,1.04181860744124,"Troms"
"313",2010,1929,"Berg",0,0,4460042,5761888.875,0,0,5761888.875,0.77405901029287,"Troms"
"314",2010,1931,"Lenvik",2167912.277,0,4317062,863991,0,2760,3029143.277,1.42517590131145,"Troms"
"315",2010,1936,"Karlsoy",4687200.764,0,12485357,5189378.625,0,42294,9834285.389,1.26957440283005,"Troms"
"316",2010,1938,"Lyngen",0,0,1380697,2371708.125,0,24168,2347540.125,0.588146283548615,"Troms"
"317",2010,1939,"Storfjord",0,0,228963,0,0,0,0,0,"Troms"
"318",2010,1941,"Skjervoy",0,0,11668810,11173942.125,0,26436,11147506.125,1.04676417031347,"Troms"
"319",2010,1942,"Nordreisa",0,0,6516617,7027057.875,0,111600,6915457.875,0.94232617966746,"Troms"
"320",2010,1943,"Kvaenangen",193616.615,0,8905568,7546025.25,0,282,7739359.865,1.15068534805753,"Troms"
"321",2010,1804,"Bodo",1251181.025,0,2374241,604948.5,0,187626,1668503.525,1.42297631645699,"Nordland"
"322",2010,1811,"Bindal",0,0,9546322,5777089.875,0,0,5777089.875,1.65244477869578,"Nordland"
"323",2010,1812,"Somna",0,0,5416887,8279298,0,118398,8160900,0.663760982244605,"Nordland"
"324",2010,1813,"Bronnoy",0,0,7303390,8144722.5,0,94734,8049988.5,0.907254712227229,"Nordland"
"325",2010,1815,"Vega",0,0,3328000,3390778.125,0,33372,3357406.125,0.991241415573458,"Nordland"
"326",2010,1816,"Vevelstad",1736083.853,0,4009000,2220024.375,0,6828,3949280.228,1.0151216851052,"Nordland"
"327",2010,1818,"Heroy",0,0,6582445,5575269.375,0,55926,5519343.375,1.19261378623685,"Nordland"
"328",2010,1820,"Alstahaug",3050071.405,0,8043951,6137167.5,0,67272,9119966.905,0.882015371743281,"Nordland"
"329",2010,1824,"Vefsn",0,0,3496500,3850615.125,0,13488,3837127.125,0.911228605698072,"Nordland"
"330",2010,1827,"Donna",5377339.719,16954.42,7880907,3179030.375,2000,11844,8563480.514,0.920292512736603,"Nordland"
"331",2010,1828,"Nesna",74903.4199999999,0,1906353,1310727.375,0,2928,1382702.795,1.37871493924332,"Nordland"
"332",2010,1833,"Rana",0,0,1185366,3770110.125,0,10266,3759844.125,0.315269984762999,"Nordland"
"333",2010,1834,"Luroy",0,0,10818297,14835067.743,0,39816,14795251.743,0.731200603269113,"Nordland"
"334",2010,1835,"Traena",1799107.369,0,1896500,0,0,0,1799107.369,1.05413386253547,"Nordland"
"335",2010,1836,"Rodoy",274379.96,0,16943547,12625754.625,0,84732,12815402.585,1.32212366233675,"Nordland"
"336",2010,1837,"Meloy",3633704.4,0,12668813,7761226.5,0,16062,11378868.9,1.11336312170711,"Nordland"
"337",2010,1838,"Gildeskal",3865241.967,0,9272947,2686725.625,0,8052,6543915.592,1.41703340601402,"Nordland"
"338",2010,1840,"Saltdal",0,0,3426250,2080940.625,0,8382,2072558.625,1.65314985963304,"Nordland"
"339",2010,1841,"Fauske",0,0,1478940,2050111.125,0,12948,2037163.125,0.725980154387489,"Nordland"
"340",2010,1845,"Sorfold",0,0,14572542,14011203.375,0,203472,13807731.375,1.05539002782056,"Nordland"
"341",2010,1848,"Steigen",434511.685000001,0,18394694,15395533.875,0,56484,15773561.56,1.16617251785715,"Nordland"
"342",2010,1849,"Hamaroy",380501.649,0,6221498,4661640,0,12750,5029391.649,1.23702794178636,"Nordland"
"343",2010,1850,"Tysfjord",464528.829,0,6593548,3594747.375,0,0,4059276.204,1.62431617575141,"Nordland"
"344",2010,1851,"Lodingen",1432203.352,0,8317252,4242104.5,0,0,5674307.852,1.46577383831377,"Nordland"
"345",2010,1854,"Ballangen",569152.712,0,2290761,1298610,0,4422,1863340.712,1.22938386160265,"Nordland"
"346",2010,1859,"Flakstad",0,0,4311644,5130181.125,0,0,5130181.125,0.840446739587581,"Nordland"
"347",2010,1860,"Vestvagoy",851865.331,0,7498525,6777060.125,0,660,7628265.456,0.982992141955685,"Nordland"
"348",2010,1865,"Vagan",3626249.905,0,15767611,8591752.125,661030.81,11622,12867410.84,1.22539112149776,"Nordland"
"349",2010,1866,"Hadsel",0,1219016.85,8881964,8818669.625,504212.4,2832,10539066.875,0.842765693143967,"Nordland"
"350",2010,1867,"Bo",0,0,7653629,4741059.5,0,25308,4715751.5,1.6229924329134,"Nordland"
"351",2010,1868,"Oksnes",425602.632999999,354618.88,11759696,8585876.25,0,18054,9348043.763,1.25798469692081,"Nordland"
"352",2010,1870,"Sortland",188349.121,0,2779833,2762145,0,0,2950494.121,0.942158460921739,"Nordland"
"353",2011,2004,"Hammerfest",8462277.926,0,22537376,11356253.577,0,54330,19764201.503,1.14031300463007,"Finnmark"
"354",2011,2012,"Alta",0,0,20840054,23696718.993,0,81258,23615460.993,0.882475002549276,"Finnmark"
"355",2011,2014,"Loppa",4238034.319,0,13313436,6875887.5,0,33306,11080615.819,1.20150686726015,"Finnmark"
"356",2011,2017,"Kvalsund",3652244.646,0,7361502,2495377.125,0,0,6147621.771,1.19745525574234,"Finnmark"
"357",2011,2018,"Masoy",2747042.493,0,2816696,0,0,0,2747042.493,1.02535581709329,"Finnmark"
"358",2011,2019,"Nordkapp",774541.063,857365.547,2092582,0,671284.4,7200,2295991.01,0.911406878722927,"Finnmark"
"359",2011,2022,"Lebesby",1786058.581,0,4333581,1974085,0,0,3760143.581,1.15250412827254,"Finnmark"
"360",2011,2027,"Nesseby",0,0,4839639,4491384,0,0,4491384,1.07753846030533,"Finnmark"
"361",2011,2030,"Sor-Varanger",3458870.06,0,8281099,3809975,0,0,7268845.06,1.1392592539316,"Finnmark"
"362",2011,1902,"Tromso",0,0,10728430,11403903.875,0,60942,11342961.875,0.945822627125774,"Troms"
"363",2011,1903,"Harstad",0,836419.33,13916511,12770384.625,0,0,13606803.955,1.02276118962427,"Troms"
"364",2011,1911,"Kvaefjord",444355.916,517336.57,8221621,3791625.75,269127.795,0,5022446.031,1.63697547952805,"Troms"
"365",2011,1913,"Skanland",0,1483783.28,1815472,2175981.75,0,0,3659765.03,0.496062448030987,"Troms"
"366",2011,1917,"Ibestad",0,0,12311979,11684481.75,0,0,11684481.75,1.05370347298458,"Troms"
"367",2011,1920,"Lavangen",414277.428,0,4218685,1824997.75,0,4584,2234691.178,1.88781565951123,"Troms"
"368",2011,1923,"Salangen",0,0,3559,972343.625,0,6492,965851.625,0.00368483099047434,"Troms"
"369",2011,1925,"Sorreisa",1027667.559,0,1351737,0,0,0,1027667.559,1.31534462498295,"Troms"
"370",2011,1926,"Dyroy",3531287.835,0,9366392,5599912.5,1507865.66,0,10639065.995,0.880377281652533,"Troms"
"371",2011,1927,"Tranoy",7354270.536,0,13771834,2854434.375,0,0,10208704.911,1.34902851243753,"Troms"
"372",2011,1928,"Torsken",0,0,12077677,14538771.75,0,0,14538771.75,0.830721962465639,"Troms"
"373",2011,1929,"Berg",0,0,5410500,3938582.25,0,0,3938582.25,1.37371766198357,"Troms"
"374",2011,1931,"Lenvik",1204416.183,0,9863448,6383594.75,0,123936,7464074.933,1.32145618694045,"Troms"
"375",2011,1936,"Karlsoy",0,0,12403717,15112686.375,0,28362,15084324.375,0.822291850244039,"Troms"
"376",2011,1938,"Lyngen",2254234.851,0,5441600,1993451.625,0,11850,4235836.476,1.28465771302358,"Troms"
"377",2011,1939,"Storfjord",0,0,376700,0,0,0,0,0,"Troms"
"378",2011,1940,"Kafjord",1033309.804,0,1090461,0,0,0,1033309.804,1.05530886843303,"Troms"
"379",2011,1941,"Skjervoy",3329609.093,0,7202664,3704648.625,0,4500,7029757.718,1.02459633588186,"Troms"
"380",2011,1942,"Nordreisa",0,0,1827092,3637254.375,0,0,3637254.375,0.502327253369514,"Troms"
"381",2011,1943,"Kvaenangen",281510.581,0,7331794,6444461,0,1200,6724771.581,1.09026662269319,"Troms"
"382",2011,1804,"Bodo",0,0,772045,1666657.125,0,6108,1660549.125,0.464933550219419,"Nordland"
"383",2011,1805,"Narvik",716692.384,0,312503,0,0,0,716692.384,0.436035050708729,"Nordland"
"384",2011,1811,"Bindal",294894,0,7890825,4226375.25,0,0,4521269.25,1.74526765907604,"Nordland"
"385",2011,1812,"Somna",0,0,1024254,2261304,0,33258,2228046,0.459709539210591,"Nordland"
"386",2011,1813,"Bronnoy",10638847.854,0,12415471,280077.75,0,0,10918925.604,1.13705976670926,"Nordland"
"387",2011,1815,"Vega",1599156.473,0,1451236,140848.875,0,306,1739699.348,0.834187816227198,"Nordland"
"388",2011,1816,"Vevelstad",0,0,8077763,6896769.75,0,16218,6880551.75,1.17399930899437,"Nordland"
"389",2011,1818,"Heroy",3754657.729,0,6822166,3089578.5,0,16548,6827688.229,0.999191200767407,"Nordland"
"390",2011,1820,"Alstahaug",0,0,8057122,9633908.25,0,82368,9551540.25,0.843541647641594,"Nordland"
"391",2011,1822,"Leirfjord",367236.167,0,310971,0,0,0,367236.167,0.846787511536139,"Nordland"
"392",2011,1824,"Vefsn",1092565.34,0,1003000,323188.875,0,612,1415142.215,0.708762687854662,"Nordland"
"393",2011,1827,"Donna",0,0,11501052,11129700.375,0,66606,11063094.375,1.03958726285384,"Nordland"
"394",2011,1828,"Nesna",1300850.691,0,4086741,3202206.75,0,11982,4491075.441,0.909969350033904,"Nordland"
"395",2011,1833,"Rana",3254672.851,0,3604704,0,0,0,3254672.851,1.10754726051574,"Nordland"
"396",2011,1834,"Luroy",5065125.526,0,13951461,4127207.298,0,26016,9166316.824,1.52203565160121,"Nordland"
"397",2011,1835,"Traena",0,0,2829498,3528214.875,0,17796,3510418.875,0.806028596801001,"Nordland"
"398",2011,1836,"Rodoy",4354814.095,0,13163485,8693192.5,0,63888,12984118.595,1.01381429195117,"Nordland"
"399",2011,1837,"Meloy",0,0,9751487,14026145.625,0,41208,13984937.625,0.697284983421583,"Nordland"
"400",2011,1838,"Gildeskal",0,0,11315610,9416602.25,0,80148,9336454.25,1.21198151857275,"Nordland"
"401",2011,1840,"Saltdal",0,0,1679616,2147344.875,0,7380,2139964.875,0.78488017239068,"Nordland"
"402",2011,1841,"Fauske",2020530.834,0,4600484,1979850.534,0,0,4000381.368,1.15001135561733,"Nordland"
"403",2011,1845,"Sorfold",0,0,10261010,10650029.625,0,99330,10550699.625,0.972543088582147,"Nordland"
"404",2011,1848,"Steigen",0,0,21730258,20466622.125,0,52962,20413660.125,1.06449592414775,"Nordland"
"405",2011,1849,"Hamaroy",1577713.449,0,2383250,1406664,0,5064,2979313.449,0.799932615616505,"Nordland"
"406",2011,1850,"Tysfjord",3557390.774,0,11824354,4511378.25,0,0,8068769.024,1.46544707932886,"Nordland"
"407",2011,1851,"Lodingen",1444108.039,372992.84,5039121,5973109.5,0,0,7790210.379,0.646853005867969,"Nordland"
"408",2011,1854,"Ballangen",0,0,2424680,1967978.25,0,0,1967978.25,1.23206646211664,"Nordland"
"409",2011,1859,"Flakstad",1799167.487,0,3737962,1283315.625,0,0,3082483.112,1.21264638415965,"Nordland"
"410",2011,1860,"Vestvagoy",755768.5,69225.11,7585555,6288754,0,0,7113747.61,1.06632332433846,"Nordland"
"411",2011,1865,"Vagan",0,0,11266952,8878700.25,0,0,8878700.25,1.26898664024613,"Nordland"
"412",2011,1866,"Hadsel",1255370.472,0,15434448,7457337.125,2231085.39,0,10943792.987,1.41033808098658,"Nordland"
"413",2011,1867,"Bo",0,0,8785763,6011243.75,0,16476,5994767.75,1.46557187307215,"Nordland"
"414",2011,1868,"Oksnes",0,0,13638303,11439509.625,0,7362,11432147.625,1.19297820911406,"Nordland"
"415",2011,1870,"Sortland",884709.388,0,6685559,4479339.5,0,0,5364048.888,1.24636429301686,"Nordland"
"416",2012,2004,"Hammerfest",0,0,17473890,21270785.814,0,182190,21088595.814,0.828594286415205,"Finnmark"
"417",2012,2012,"Alta",6628865.569,0,28113079,15928260.261,0,57864,22499261.83,1.24951117118494,"Finnmark"
"418",2012,2014,"Loppa",2367161.262,0,16645075,11850860.25,0,27168,14190853.512,1.17294389558209,"Finnmark"
"419",2012,2017,"Kvalsund",3881507.578,0,12594007,8222245.875,0,82398,12021355.453,1.04763618788571,"Finnmark"
"420",2012,2018,"Masoy",3649990.345,0,9476443,1888126.875,0,9180,5528937.22,1.71397189422238,"Finnmark"
"421",2012,2019,"Nordkapp",794054.441,2137619.406,5625932,909838.125,641193.28,14040,4468665.252,1.25897369409849,"Finnmark"
"422",2012,2022,"Lebesby",1546331.825,0,6654867,4351066.875,0,2370,5895028.7,1.12889475839193,"Finnmark"
"423",2012,2027,"Nesseby",3657593.048,0,9716739,4181368,0,0,7838961.048,1.23954423813333,"Finnmark"
"424",2012,2030,"Sor-Varanger",0,0,5159407,7367480,0,0,7367480,0.700294673348282,"Finnmark"
"425",2012,1902,"Tromso",3496869.268,0,9341699,5340324.75,0,66744,8770450.018,1.06513337181417,"Troms"
"426",2012,1903,"Harstad",6919360.016,0,21143940,11566152,1308020.535,0,19793532.551,1.06822468124477,"Troms"
"427",2012,1911,"Kvaefjord",499117.095,391304.69,14781940,8215315.875,1616056.13,0,10721793.79,1.37868161704311,"Troms"
"428",2012,1913,"Skanland",2931956.5,0,3547117,0,1753229.96,0,4685186.46,0.757091960007073,"Troms"
"429",2012,1917,"Ibestad",0,0,12530918,12013297.875,0,0,12013297.875,1.04308726299688,"Troms"
