"","year","kommunenr","kommune","biomchange_salmon","biomchange_trout","feed_used_kg","uttak_laks_kg","uttak_regnb_kg","lost_final_kg","production_final","efcr","county"
"645",2015,1828,"Nesna",0,0,6008746,9034416,0,28548,9005868,0.667203427809513,"Nordland"
"646",2015,1833,"Rana",3497676.583,0,4209007,282535.875,0,408,3779804.458,1.11355152012999,"Nordland"
"647",2015,1834,"Luroy",0,0,14481880,18120133.866,0,716202,17403931.866,0.83210392407313,"Nordland"
"648",2015,1835,"Traena",0,0,1670000,3572419.5,0,6060,3566359.5,0.468264626715282,"Nordland"
"649",2015,1836,"Rodoy",6654523.254,0,27137914,16427850.75,0,44820,23037554.004,1.17798590923707,"Nordland"
"650",2015,1837,"Meloy",0,0,10300048,19964687.875,0,48420,19916267.875,0.517167577010208,"Nordland"
"651",2015,1838,"Gildeskal",0,0,19882733,20707728.875,0,75888,20631840.875,0.963691660887725,"Nordland"
"652",2015,1840,"Saltdal",0,0,2572936,5639251.5,0,4662,5634589.5,0.456632377567168,"Nordland"
"653",2015,1841,"Fauske",1533285.637,0,1429267,68539.5,0,1386,1600439.137,0.893046768825674,"Nordland"
"654",2015,1845,"Sorfold",0,0,13786991,11869855.875,0,38340,11831515.875,1.16527680355244,"Nordland"
"655",2015,1848,"Steigen",0,0,25027092,25081291.375,0,113268,24968023.375,1.00236577097485,"Nordland"
"656",2015,1849,"Hamaroy",0,0,936271,0,0,0,0,0,"Nordland"
"657",2015,1850,"Tysfjord",0,0,24282013,23441212.125,0,0,23441212.125,1.0358684896718,"Nordland"
"658",2015,1851,"Lodingen",4293349.923,0,8171504,3127069,0,0,7420418.923,1.1012186892403,"Nordland"
"659",2015,1853,"Evenes",505316.564,0,1469155,2616426,0,8316,3113426.564,0.471877196972487,"Nordland"
"660",2015,1854,"Ballangen",0,0,2565634,2171667.375,0,1158,2170509.375,1.18204234893019,"Nordland"
"661",2015,1860,"Vestvagoy",0,0,604152,0,485215.905,0,485215.905,1.24511994304886,"Nordland"
"662",2015,1865,"Vagan",287617.406,245085.048,1247480,1007597.25,0,0,1540299.704,0.809894332096814,"Nordland"
"663",2015,1866,"Hadsel",0,36190.5090000001,12464457,6341501.25,5816136.115,0,12193827.874,1.02219394342748,"Nordland"
"664",2015,1867,"Bo",0,0,6580665,6287637.375,0,6462,6281175.375,1.04768050677139,"Nordland"
"665",2015,1868,"Oksnes",505666.452000001,0,7983674,5923532.25,0,0,6429198.702,1.24178367632601,"Nordland"
"666",2015,1870,"Sortland",0,430471.345,9573828,8092649,271941.46,1470,8793591.805,1.08872781592572,"Nordland"
"667",2015,1874,"Moskenes",0,0,1008750,698537.5,0,0,698537.5,1.44408854213267,"Nordland"
"668",2016,2004,"Hammerfest",0,0,21234758,23857610.625,0,114546,23743064.625,0.894356239827655,"Finnmark"
"669",2016,2012,"Alta",0,0,34464214,28873405.125,0,552576,28320829.125,1.21692108122558,"Finnmark"
"670",2016,2014,"Loppa",0,0,3492166,7375825.125,0,49008,7326817.125,0.476627973705567,"Finnmark"
"671",2016,2015,"Hasvik",0,0,4898272,8833384.125,0,22398,8810986.125,0.555927784984453,"Finnmark"
"672",2016,2017,"Kvalsund",4335952.85,0,8274068,1369530,0,7560,5697922.85,1.45212004757137,"Finnmark"
"673",2016,2018,"Masoy",6665563.236,0,8012747,588449.25,0,23478,7230534.486,1.10818183849542,"Finnmark"
"674",2016,2019,"Nordkapp",4924248.28,0,7583389,2482503.75,0,16944,7389808.03,1.02619566965936,"Finnmark"
"675",2016,2022,"Lebesby",534211.185,0,14925048,12605135.625,0,73566,13065780.81,1.14230050366198,"Finnmark"
"676",2016,2027,"Nesseby",1794928.699,0,6608115,3994743.375,0,10440,5779232.074,1.14342440576647,"Finnmark"
"677",2016,2028,"Batsfjord",1020425.333,0,1112188,0,0,0,1020425.333,1.08992590053622,"Finnmark"
"678",2016,2030,"Sor-Varanger",1513889.261,0,3069190,3017939.625,0,12432,4519396.886,0.679114952153817,"Finnmark"
"679",2016,1902,"Tromso",16282111.462,0,21293228,2885794.5,0,126,19167779.962,1.11088650027357,"Troms"
"680",2016,1903,"Harstad",0,0,21167391,18408310.191,0,32268,18376042.191,1.15190152373328,"Troms"
"681",2016,1911,"Kvaefjord",7982078.452,0,7964791,0,0,0,7982078.452,0.997834216726388,"Troms"
"682",2016,1913,"Skanland",0,0,5382072,7564759.281,0,38664,7526095.281,0.715121427387095,"Troms"
"683",2016,1917,"Ibestad",0,0,16784457,15961285.125,0,41424,15919861.125,1.05430925987428,"Troms"
"684",2016,1919,"Gratangen",721398.123,0,1526714,2797572.375,0,0,3518970.498,0.433852457946921,"Troms"
"685",2016,1920,"Lavangen",0,0,5163760,5811248.875,0,12,5811236.875,0.888581916564879,"Troms"
"686",2016,1923,"Salangen",0,0,999151,1931511.375,0,0,1931511.375,0.517289731208546,"Troms"
"687",2016,1926,"Dyroy",5421319.399,0,21401262,11595868.728,0,5688,17011500.127,1.25804672370032,"Troms"
"688",2016,1927,"Tranoy",0,0,22753828,19792019.454,0,67086,19724933.454,1.1535566420573,"Troms"
"689",2016,1928,"Torsken",6565993.7,0,11333225,5692360.5,0,0,12258354.2,0.924530717182246,"Troms"
"690",2016,1929,"Berg",0,0,7196386,14331589.471,0,48468,14283121.471,0.503838465185031,"Troms"
"691",2016,1931,"Lenvik",2684155.187,0,11707287,8323040.193,0,45834,10961361.38,1.06805045414897,"Troms"
"692",2016,1936,"Karlsoy",0,0,13299613,17804169,0,114780,17689389,0.751841287452043,"Troms"
"693",2016,1938,"Lyngen",0,0,1896117,4276941.75,0,6396,4270545.75,0.443998755896714,"Troms"
"694",2016,1940,"Kafjord",0,0,2643601,3675960,0,16704,3659256,0.722442212296707,"Troms"
"695",2016,1941,"Skjervoy",8259848.35,0,23898603,12470965.5,0,18900,20711913.85,1.15385778316184,"Troms"
"696",2016,1942,"Nordreisa",0,0,1031582,5895481.167,0,57504,5837977.167,0.176701958656359,"Troms"
"697",2016,1943,"Kvaenangen",0,0,13210280,10765417.5,0,67470,10697947.5,1.23484247796131,"Troms"
"698",2016,1804,"Bodo",0,0,7995613,7814306.125,0,11838,7802468.125,1.02475433054076,"Nordland"
"699",2016,1805,"Narvik",0,0,740666,2175860.838,0,27144,2148716.838,0.344701538565409,"Nordland"
"700",2016,1811,"Bindal",658059.151000001,0,15958490,8266060.125,0,0,8924119.276,1.78824257122132,"Nordland"
"701",2016,1812,"Somna",799301.014,0,703893,0,0,0,799301.014,0.880635690023033,"Nordland"
"702",2016,1813,"Bronnoy",0,0,5396515,10211445,0,12408,10199037,0.529120053197179,"Nordland"
"703",2016,1815,"Vega",0,0,7870296,9360807.75,0,29166,9331641.75,0.843398858512759,"Nordland"
"704",2016,1816,"Vevelstad",0,0,6216392,10599646.5,0,32652,10566994.5,0.588283830373906,"Nordland"
"705",2016,1818,"Heroy",1941940.262,0,16344916,12538623.375,0,43356,14437207.637,1.13213832002463,"Nordland"
"706",2016,1820,"Alstahaug",0,0,9889128,12870715.5,0,29274,12841441.5,0.770094852668994,"Nordland"
"707",2016,1822,"Leirfjord",2554906.425,0,2789347,0,0,0,2554906.425,1.09176092427729,"Nordland"
"708",2016,1824,"Vefsn",0,0,3094240,3952389.375,0,10920,3941469.375,0.78504732768601,"Nordland"
"709",2016,1827,"Donna",114167.589,17648.632,17466910,11878085.25,0,33222,11976679.471,1.45841007453643,"Nordland"
"710",2016,1828,"Nesna",2609647.174,0,2330013,0,0,0,2609647.174,0.892845984397429,"Nordland"
"711",2016,1833,"Rana",0,0,2608686,6162009.125,0,14064,6147945.125,0.424318361169497,"Nordland"
"712",2016,1834,"Luroy",7354249.032,0,14239763,5803911,0,294744,12863416.032,1.10699700332914,"Nordland"
"713",2016,1835,"Traena",1224695.578,0,2818624,1246412.25,0,1392,2469715.828,1.14127462279033,"Nordland"
"714",2016,1836,"Rodoy",0,0,14757621,24274886.625,0,445020,23829866.625,0.619290960886777,"Nordland"
"715",2016,1837,"Meloy",10694575,0,15424097,3044731.5,0,3672,13735634.5,1.12292570102968,"Nordland"
"716",2016,1838,"Gildeskal",0,0,19013973,18902176.25,0,55572,18846604.25,1.00888057857956,"Nordland"
"717",2016,1840,"Saltdal",3715670.269,0,5037132,959640.75,0,636,4674675.019,1.07753629493533,"Nordland"
"718",2016,1841,"Fauske",0,0,2440364,3344502.375,0,5010,3339492.375,0.730758967521224,"Nordland"
"719",2016,1845,"Sorfold",7192991.187,0,9717752,956445.75,0,0,8149436.937,1.19244459158639,"Nordland"
"720",2016,1848,"Steigen",0,0,21981266,19998209.172,0,77028,19921181.172,1.10341178116966,"Nordland"
"721",2016,1849,"Hamaroy",3440304.325,0,6096840,1900895.625,0,3108,5338091.95,1.14213843768652,"Nordland"
"722",2016,1850,"Tysfjord",0,0,17259509,16634171.25,0,0,16634171.25,1.03759356210788,"Nordland"
"723",2016,1851,"Lodingen",0,0,8659721,9238464.875,0,1068,9237396.875,0.937463347865521,"Nordland"
"724",2016,1852,"Tjeldsund",1529080.97,0,1653018,0,0,0,1529080.97,1.08105328130531,"Nordland"
"725",2016,1853,"Evenes",0,0,0,464923.125,0,240,464683.125,NA,"Nordland"
"726",2016,1854,"Ballangen",2401765.675,0,7508936,4021993.125,0,3780,6419978.8,1.16962006167372,"Nordland"
"727",2016,1859,"Flakstad",1518893.261,0,1745743,0,0,0,1518893.261,1.14935199518276,"Nordland"
"728",2016,1860,"Vestvagoy",1808757.632,0,1811726,0,0,0,1808757.632,1.00164110876299,"Nordland"
"729",2016,1865,"Vagan",0,1882823.509,8944166,4649163.75,723525.045,0,7255512.304,1.2327407942054,"Nordland"
"730",2016,1866,"Hadsel",0,0,15268118,9628386.75,4799204.49,0,14427591.24,1.05825828761143,"Nordland"
"731",2016,1867,"Bo",1614880.647,0,4765081,2323091.25,0,15360,3922611.897,1.21477248453876,"Nordland"
"732",2016,1868,"Oksnes",0,0,9771825,10733313.588,0,27990,10705323.588,0.912800525801351,"Nordland"
"733",2016,1870,"Sortland",0,0,6126124,4801704.75,548992.69,0,5350697.44,1.14492065168985,"Nordland"
"734",2017,2004,"Hammerfest",2814143.925,0,21028491,14778871.875,0,196746,17396269.8,1.2087931057496,"Finnmark"
"735",2017,2012,"Alta",0,0,28035024,25950515.625,0,566622,25383893.625,1.10444143889687,"Finnmark"
"736",2017,2014,"Loppa",16145769.259,0,22679513,2124333,0,7554,18262548.259,1.24185916874023,"Finnmark"
"737",2017,2015,"Hasvik",3361469.067,0,3630918,0,0,0,3361469.067,1.08015808791615,"Finnmark"
"738",2017,2017,"Kvalsund",1148015.437,0,11819120,7777726.875,0,69120,8856622.312,1.33449520411253,"Finnmark"
"739",2017,2018,"Masoy",0,0,13842776,12158563.5,0,134562,12024001.5,1.15126199876139,"Finnmark"
"740",2017,2019,"Nordkapp",0,0,10569232,11760235.875,0,152016,11608219.875,0.910495503514918,"Finnmark"
"741",2017,2022,"Lebesby",0,0,10166457,11527678.125,0,91674,11436004.125,0.888986825194941,"Finnmark"
"742",2017,2027,"Nesseby",1724703.749,0,10412762,6757652.25,0,11250,8471105.999,1.22920926750642,"Finnmark"
"743",2017,2028,"Batsfjord",1379553.686,0,4087230,1792482.75,0,15534,3156502.436,1.29486039782039,"Finnmark"
"744",2017,2030,"Sor-Varanger",0,0,25574,1453735.125,0,11148,1442587.125,0.0177278720687321,"Finnmark"
"745",2017,1902,"Tromso",0,0,24397446,34376827.625,0,136044,34240783.625,0.712525924266139,"Troms"
"746",2017,1903,"Harstad",6838772.501,0,34086214,22917756.354,0,15234,29741294.855,1.1460904498672,"Troms"
"747",2017,1911,"Kvaefjord",0,0,6077058,12090325.5,0,0,12090325.5,0.502638080339524,"Troms"
"748",2017,1913,"Skanland",0,0,14847599,12707718.75,0,33294,12674424.75,1.17146137145199,"Troms"
"749",2017,1917,"Ibestad",1559677.814,0,14732673,12128664,0,0,13688341.814,1.07629347660882,"Troms"
"750",2017,1919,"Gratangen",886849.096,0,3070453,1894507.875,0,0,2781356.971,1.1039406419292,"Troms"
"751",2017,1920,"Lavangen",2244175.155,0,5708190,3161456.75,0,0,5405631.905,1.05597090225847,"Troms"
"752",2017,1923,"Salangen",1853999.326,0,1902293,0,0,0,1853999.326,1.02604837732287,"Troms"
"753",2017,1926,"Dyroy",0,0,7908432,13196865.33,0,68118,13128747.33,0.602375215335948,"Troms"
"754",2017,1927,"Tranoy",0,0,6499042,11005950.375,0,41808,10964142.375,0.592754250876827,"Troms"
"755",2017,1928,"Torsken",0,0,14339997,14942587.5,0,192,14942395.5,0.959685279378397,"Troms"
"756",2017,1929,"Berg",10959559.288,0,19374527,4217307.75,0,6204,15170663.038,1.27710482735461,"Troms"
"757",2017,1931,"Lenvik",0,0,15067438,15328672.5,0,197826,15130846.5,0.995809322366729,"Troms"
"758",2017,1936,"Karlsoy",12339709.089,0,24682109,10348077.375,0,54522,22633264.464,1.09052359809867,"Troms"
"759",2017,1938,"Lyngen",521195.344,0,6282006,0,0,0,521195.344,12.0530739046663,"Troms"
"760",2017,1940,"Kafjord",0,0,2645987,0,0,0,0,0,"Troms"
"761",2017,1941,"Skjervoy",560629.468,0,17576525,19013776.875,0,51408,19522998.343,0.900298442441967,"Troms"
"762",2017,1942,"Nordreisa",3174704.088,0,3530498,0,0,0,3174704.088,1.11207151978191,"Troms"
"763",2017,1943,"Kvaenangen",684750.333,0,13259890,10312148.25,0,47418,10949480.583,1.2110063029462,"Troms"
"764",2017,1804,"Bodo",2469941.021,0,13212554,8607889.5,0,57030,11020800.521,1.19887425371901,"Nordland"
"765",2017,1811,"Bindal",1965685.453,0,23111608,14717356.875,0,26472,16656570.328,1.38753702262158,"Nordland"
"766",2017,1812,"Somna",4642437.456,0,7178839,1168412.625,0,6132,5804718.081,1.23672483311425,"Nordland"
"767",2017,1813,"Bronnoy",5601411.624,0,16163578,7091380.5,0,48222,12644570.124,1.27830189887759,"Nordland"
"768",2017,1815,"Vega",6580015.909,0,6588360,0,0,0,6580015.909,1.00126809587019,"Nordland"
"769",2017,1816,"Vevelstad",5159766.678,0,4892360,0,0,0,5159766.678,0.948174656978162,"Nordland"
"770",2017,1818,"Heroy",1399398.849,0,17704210,11705661,0,19230,13085829.849,1.35292986415783,"Nordland"
"771",2017,1820,"Alstahaug",4006149.271,0,4140936,0,0,0,4006149.271,1.03364495925694,"Nordland"
"772",2017,1822,"Leirfjord",0,0,1412521,3973555.125,0,15858,3957697.125,0.356904774515811,"Nordland"
"773",2017,1824,"Vefsn",2418267.242,0,2790407,0,0,0,2418267.242,1.15388694497314,"Nordland"
"774",2017,1827,"Donna",888432.283,0,19443337,15054586.125,51551.7,29484,15965086.108,1.21786609032175,"Nordland"
"775",2017,1828,"Nesna",0,0,1939509,4263157.125,0,19260,4243897.125,0.457011313628391,"Nordland"
"776",2017,1833,"Rana",1851965.005,0,8142254,5154492.375,0,11172,6995285.38,1.16396309195323,"Nordland"
"777",2017,1834,"Luroy",0,0,21795762,22471394.625,0,33264,22438130.625,0.971371562286731,"Nordland"
"778",2017,1835,"Traena",62711.236,0,2665350,2140441.875,0,5214,2197939.111,1.21265870681347,"Nordland"
"779",2017,1836,"Rodoy",6212234.524,0,14753962,6948869.625,0,12984,13148120.149,1.12213471072685,"Nordland"
"780",2017,1837,"Meloy",0,0,13872132,19093167,0,37698,19055469,0.727986910214595,"Nordland"
"781",2017,1838,"Gildeskal",5814971.926,82.144,15676559,7067270.625,0,39186,12843138.695,1.22061743412481,"Nordland"
"782",2017,1840,"Saltdal",0,0,3532567,5989729.5,0,11478,5978251.5,0.590903042469859,"Nordland"
"783",2017,1841,"Fauske",1674693.775,0,1598499,0,0,0,1674693.775,0.95450226415274,"Nordland"
"784",2017,1845,"Sorfold",0,0,13756374,16272187.875,0,52008,16220179.875,0.848102432032986,"Nordland"
"785",2017,1848,"Steigen",357987.73,0,25926989,20749543.335,0,66846,21040685.065,1.23223121870343,"Nordland"
"786",2017,1849,"Hamaroy",0,0,2541971,4655094.75,0,11664,4643430.75,0.547433812811788,"Nordland"
"787",2017,1850,"Tysfjord",1778488.127,0,7476301,6156136.125,0,0,7934624.252,0.942237560665274,"Nordland"
"788",2017,1851,"Lodingen",279450.48,0,9085956,6905913.375,0,0,7185363.855,1.26450882423685,"Nordland"
"789",2017,1852,"Tjeldsund",0,0,3457390,4317451.875,0,0,4317451.875,0.800794102655748,"Nordland"
"790",2017,1854,"Ballangen",1806927.146,0,8033530,7039246.5,0,20310,8825863.646,0.910225936205224,"Nordland"
"791",2017,1859,"Flakstad",0,0,2450400,3530532.375,0,0,3530532.375,0.694059631729053,"Nordland"
"792",2017,1860,"Vestvagoy",0,0,3962979,4825506.375,0,0,4825506.375,0.821256608535721,"Nordland"
"793",2017,1865,"Vagan",4078898.57,0,7286959,1601670.375,2662614.66,0,8343183.605,0.873402689548026,"Nordland"
"794",2017,1866,"Hadsel",6412612.346,2113899.08,16852508,3273942.375,1842401.235,0,13642855.036,1.2352625572529,"Nordland"
"795",2017,1867,"Bo",0,0,8666455,8589992.481,0,27006,8562986.481,1.01208322811552,"Nordland"
"796",2017,1868,"Oksnes",3760999.452,0,11670849,6721077.375,0,8946,10473130.827,1.11436104377807,"Nordland"
"797",2017,1870,"Sortland",0,0,9393793,7991262,0,0,7991262,1.17550807369349,"Nordland"
"798",2018,2004,"Hammerfest",503191.940000001,0,24402694,20753350.875,0,208080,21048462.815,1.1593575366753,"Finnmark"
"799",2018,2012,"Alta",12597451.248,0,31681931,17736378.75,0,517710,29816119.998,1.0625772569377,"Finnmark"
"800",2018,2014,"Loppa",0,0,12005937,26233203.375,0,248466,25984737.375,0.46203803512561,"Finnmark"
"801",2018,2015,"Hasvik",0,0,10131798,9295558.875,0,38106,9257452.875,1.09444769925442,"Finnmark"
"802",2018,2017,"Kvalsund",2976107.319,0,17230170,10151128.125,0,476856,12650379.444,1.36202791989549,"Finnmark"
"803",2018,2018,"Masoy",2710688.701,0,11992067,7117527.375,0,63906,9764310.076,1.22815302941635,"Finnmark"
"804",2018,2019,"Nordkapp",5558635.893,0,6207462,758923.875,0,425352,5892207.768,1.05350358378605,"Finnmark"
"805",2018,2022,"Lebesby",0,0,3710586,4511597.625,0,13254,4498343.625,0.824878290617471,"Finnmark"
"806",2018,2027,"Nesseby",0,0,6902496,6814127.25,0,41160,6772967.25,1.01912437270385,"Finnmark"
"807",2018,2028,"Batsfjord",0,0,109320,2344719.375,0,0,2344719.375,0.0466239163481984,"Finnmark"
"808",2018,2030,"Sor-Varanger",1920683.522,0,3277886,1850482.125,0,6444,3764721.647,0.870684822770909,"Finnmark"
"809",2018,1902,"Tromso",13672141.415,0,17443767,2509408.125,0,150,16181399.54,1.07801349054385,"Troms"
"810",2018,1903,"Harstad",0,0,22498817,23389236.495,0,51822,23337414.495,0.964066392394082,"Troms"
"811",2018,1911,"Kvaefjord",7230525.385,0,8161545,0,0,0,7230525.385,1.12876237416045,"Troms"
"812",2018,1913,"Skanland",25884.7110000001,0,4181092,4524858,0,4254,4546488.711,0.919631008845147,"Troms"
"813",2018,1917,"Ibestad",302404.619000001,0,23423533,15765906.375,0,53232,16015078.994,1.46259241111302,"Troms"
"814",2018,1919,"Gratangen",0,0,1692640,2845515.375,0,0,2845515.375,0.594844791516897,"Troms"
"815",2018,1920,"Lavangen",0,0,820387,3677109.75,0,0,3677109.75,0.223106476492849,"Troms"
"816",2018,1923,"Salangen",0,0,4364449,5956076.25,0,1152,5954924.25,0.732914276785301,"Troms"
"817",2018,1926,"Dyroy",6275085.116,0,15798284,7380112.5,0,0,13655197.616,1.15694290513152,"Troms"
"818",2018,1927,"Tranoy",12597008.873,0,23152572,4999584.375,0,0,17596593.248,1.31574172760011,"Troms"
"819",2018,1928,"Torsken",0,0,3911813,7326211.5,0,1056,7325155.5,0.534024567806103,"Troms"
"820",2018,1929,"Berg",0,0,8621596,19478971.125,0,54384,19424587.125,0.443849639867185,"Troms"
"821",2018,1931,"Lenvik",895275.872,0,17404959,15183400.972,0,125520,15953156.844,1.09100406710701,"Troms"
"822",2018,1936,"Karlsoy",0,0,19241721,25493554.125,0,168660,25324894.125,0.75979472628891,"Troms"
"823",2018,1938,"Lyngen",0,0,4058139,761761.125,0,9648,752113.125,5.39564975681019,"Troms"
"824",2018,1940,"Kafjord",0,0,997433,0,0,0,0,0,"Troms"
"825",2018,1941,"Skjervoy",0,0,24006539,26576868.375,0,81156,26495712.375,0.906053729004522,"Troms"
"826",2018,1942,"Nordreisa",0,0,8899699,6816819.375,0,23244,6793575.375,1.31001696584547,"Troms"
"827",2018,1943,"Kvaenangen",1307449.709,0,12547636,9269014.5,0,30486,10545978.209,1.18980295154524,"Troms"
"828",2018,1804,"Bodo",0,0,12865067,11098682.25,0,30834,11067848.25,1.16238194718653,"Nordland"
"829",2018,1805,"Narvik",1759415.235,0,1546760,0,0,0,1759415.235,0.879133003528868,"Nordland"
"830",2018,1811,"Bindal",0,0,7116448,9112330.125,0,0,9112330.125,0.780969071837704,"Nordland"
"831",2018,1812,"Somna",0,0,2487705,6299013.375,0,19860,6279153.375,0.396184780245155,"Nordland"
"832",2018,1813,"Bronnoy",2493387.711,0,16295020,13115457.875,0,23238,15585607.586,1.04551714843875,"Nordland"
"833",2018,1815,"Vega",0,0,7078508,10669693.5,0,102456,10567237.5,0.669854160086778,"Nordland"
"834",2018,1816,"Vevelstad",0,0,10007870,9946971,0,47520,9899451,1.01095202148079,"Nordland"
"835",2018,1818,"Heroy",0,0,21952216,17113524.75,0,29622,17083902.75,1.28496493577851,"Nordland"
"836",2018,1820,"Alstahaug",0,0,5564015,9829742.625,0,19956,9809786.625,0.567190216535418,"Nordland"
"837",2018,1822,"Leirfjord",1855111.116,0,1775468,0,0,0,1855111.116,0.957068277305283,"Nordland"
"838",2018,1824,"Vefsn",0,0,1385867,3682347.75,0,52710,3629637.75,0.381819645775946,"Nordland"
"839",2018,1827,"Donna",0,0,15564826,17480977.25,0,38952,17442025.25,0.892374926472486,"Nordland"
"840",2018,1828,"Nesna",1053805.178,0,2241404,941511.375,0,29976,1965340.553,1.14046595974352,"Nordland"
"841",2018,1833,"Rana",1589411.073,0,4229532,3380224.5,0,10488,4959147.573,0.852874801110501,"Nordland"
"842",2018,1834,"Luroy",6023899.438,0,15567940,7935370.875,0,2532,13956738.313,1.11544256622618,"Nordland"
"843",2018,1835,"Traena",0,0,2158241,3479063.625,0,11604,3467459.625,0.622427146502102,"Nordland"
"844",2018,1836,"Rodoy",5404951.93,0,40212338,24234510.375,0,78168,29561294.305,1.36030369932748,"Nordland"
"845",2018,1837,"Meloy",8639106.295,0,13621126,5519413.125,0,42414,14116105.42,0.964935128686507,"Nordland"
"846",2018,1838,"Gildeskal",0,1081.577,13204540,15582715.75,0,156264,15427533.327,0.855907403997663,"Nordland"
"847",2018,1840,"Saltdal",4526132.833,0,4926147,0,0,0,4526132.833,1.08837879526723,"Nordland"
"848",2018,1841,"Fauske",0,0,2705949,3594688.875,0,9540,3585148.875,0.754766146217568,"Nordland"
"849",2018,1845,"Sorfold",10680896.818,0,14541634,2107801.5,0,15522,12773176.318,1.1384508941216,"Nordland"
"850",2018,1848,"Steigen",1444357.247,0,18885039,17018125.875,0,50202,18412281.122,1.02567622527961,"Nordland"
"851",2018,1849,"Hamaroy",4502290.835,0,5710298,551277,0,6,5053561.835,1.12995510620877,"Nordland"
"852",2018,1850,"Tysfjord",0,0,21543890,17255565,0,306,17255259,1.24854051741559,"Nordland"
"853",2018,1851,"Lodingen",1888335.577,0,9712485,6221388.875,0,0,8109724.452,1.19763440268365,"Nordland"
"854",2018,1852,"Tjeldsund",1553319.946,0,1518277,0,0,0,1553319.946,0.977439969086703,"Nordland"
"855",2018,1854,"Ballangen",0,0,7105411,8170960.656,0,59832,8111128.656,0.876007680477852,"Nordland"
"856",2018,1859,"Flakstad",1507296.826,0,1639138,0,0,0,1507296.826,1.08746862046401,"Nordland"
"857",2018,1860,"Vestvagoy",2216229.918,0,3917735,1565443.125,0,0,3781673.043,1.03597930213768,"Nordland"
"858",2018,1865,"Vagan",149092.413,448822.856,969566,4448840.625,0,0,5046755.894,0.192116682551003,"Nordland"
"859",2018,1866,"Hadsel",0,0,9367213,10465494.75,3937598.75,0,14403093.5,0.650361188032279,"Nordland"
"860",2018,1867,"Bo",1284508.359,0,7262180,4819202.875,0,0,6103711.234,1.18979743988328,"Nordland"
"861",2018,1868,"Oksnes",0,0,13146192,12305651.994,0,24780,12280871.994,1.07046079516363,"Nordland"
"862",2018,1870,"Sortland",6942625.922,0,11746739,3876748.875,0,22476,10796898.797,1.08797342837593,"Nordland"
